ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0061138	morphogenesis of a branching epithelium	3/37	225/21351	0.00689126603138403	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648/ENSMUSG00000005087	3
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	2/37	77/21351	0.00787914441356114	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0046777	protein autophosphorylation	3/37	237/21351	0.00794563018517517	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648/ENSMUSG00000024423	3
GO:0002260	lymphocyte homeostasis	2/37	79/21351	0.00827854519763867	0.208630519317129	0.169452988399228	ENSMUSG00000005087/ENSMUSG00000005057	2
GO:0046578	regulation of Ras protein signal transduction	3/37	242/21351	0.008411564461216	0.208630519317129	0.169452988399228	ENSMUSG00000059714/ENSMUSG00000005057/ENSMUSG00000040940	3
GO:0001763	morphogenesis of a branching structure	3/37	244/21351	0.0086023671145259	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648/ENSMUSG00000005087	3
GO:0046323	glucose import	2/37	86/21351	0.00974659324650447	0.208630519317129	0.169452988399228	ENSMUSG00000025220/ENSMUSG00000005057	2
GO:0010827	regulation of glucose transmembrane transport	2/37	89/21351	0.0104086871551214	0.208630519317129	0.169452988399228	ENSMUSG00000025220/ENSMUSG00000005057	2
GO:0051056	regulation of small GTPase mediated signal transduction	3/37	273/21351	0.0116582459406372	0.208630519317129	0.169452988399228	ENSMUSG00000059714/ENSMUSG00000005057/ENSMUSG00000040940	3
GO:1904035	regulation of epithelial cell apoptotic process	2/37	96/21351	0.0120288683661486	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000004934	2
GO:0003007	heart morphogenesis	3/37	279/21351	0.012359090902525	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000027104/ENSMUSG00000032446	3
GO:0010038	response to metal ion	3/37	280/21351	0.0124782145125442	0.208630519317129	0.169452988399228	ENSMUSG00000031765/ENSMUSG00000047454/ENSMUSG00000005802	3
GO:0043502	regulation of muscle adaptation	2/37	98/21351	0.0125108622766421	0.208630519317129	0.169452988399228	ENSMUSG00000038518/ENSMUSG00000025220	2
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	2/37	103/21351	0.0137523356453252	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0002367	cytokine production involved in immune response	2/37	104/21351	0.0140068252245486	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000050377	2
GO:0045765	regulation of angiogenesis	3/37	298/21351	0.0147364308163134	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000027104/ENSMUSG00000029648	3
GO:0046916	cellular transition metal ion homeostasis	2/37	108/21351	0.0150451839115252	0.208630519317129	0.169452988399228	ENSMUSG00000031765/ENSMUSG00000005802	2
GO:1901342	regulation of vasculature development	3/37	302/21351	0.0152677637748647	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000027104/ENSMUSG00000029648	3
GO:0016525	negative regulation of angiogenesis	2/37	110/21351	0.0155764995411151	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000027104	2
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	2/37	112/21351	0.0161158272798031	0.208630519317129	0.169452988399228	ENSMUSG00000004934/ENSMUSG00000005087	2
GO:2000181	negative regulation of blood vessel morphogenesis	2/37	112/21351	0.0161158272798031	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000027104	2
GO:1901343	negative regulation of vasculature development	2/37	113/21351	0.0163884773363479	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000027104	2
GO:1904659	glucose transmembrane transport	2/37	114/21351	0.016663108432155	0.208630519317129	0.169452988399228	ENSMUSG00000025220/ENSMUSG00000005057	2
GO:0008645	hexose transmembrane transport	2/37	115/21351	0.0169397132757788	0.208630519317129	0.169452988399228	ENSMUSG00000025220/ENSMUSG00000005057	2
GO:0009636	response to toxic substance	2/37	115/21351	0.0169397132757788	0.208630519317129	0.169452988399228	ENSMUSG00000031765/ENSMUSG00000005802	2
GO:0010587	miRNA catabolic process	1/37	10/21351	0.017198479953291	0.208630519317129	0.169452988399228	ENSMUSG00000001424	1
GO:0010612	regulation of cardiac muscle adaptation	1/37	10/21351	0.017198479953291	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0033029	regulation of neutrophil apoptotic process	1/37	10/21351	0.017198479953291	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0098953	receptor diffusion trapping	1/37	10/21351	0.017198479953291	0.208630519317129	0.169452988399228	ENSMUSG00000047454	1
GO:0098970	postsynaptic neurotransmitter receptor diffusion trapping	1/37	10/21351	0.017198479953291	0.208630519317129	0.169452988399228	ENSMUSG00000047454	1
GO:0099628	neurotransmitter receptor diffusion trapping	1/37	10/21351	0.017198479953291	0.208630519317129	0.169452988399228	ENSMUSG00000047454	1
GO:1990253	cellular response to leucine starvation	1/37	10/21351	0.017198479953291	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:0018108	peptidyl-tyrosine phosphorylation	3/37	316/21351	0.0172125992383062	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648/ENSMUSG00000005087	3
GO:0001776	leukocyte homeostasis	2/37	116/21351	0.0172182845938946	0.208630519317129	0.169452988399228	ENSMUSG00000005087/ENSMUSG00000005057	2
GO:0015749	monosaccharide transmembrane transport	2/37	117/21351	0.0174988151312603	0.208630519317129	0.169452988399228	ENSMUSG00000025220/ENSMUSG00000005057	2
GO:0018212	peptidyl-tyrosine modification	3/37	319/21351	0.0176466518493564	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648/ENSMUSG00000005087	3
GO:0034219	carbohydrate transmembrane transport	2/37	118/21351	0.0177812976506781	0.208630519317129	0.169452988399228	ENSMUSG00000025220/ENSMUSG00000005057	2
GO:1901890	positive regulation of cell junction assembly	2/37	120/21351	0.0183520897768737	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000059714	2
GO:1904019	epithelial cell apoptotic process	2/37	121/21351	0.0186403849991364	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000004934	2
GO:0001765	membrane raft assembly	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:0006517	protein deglycosylation	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0031077	post-embryonic camera-type eye development	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000029648	1
GO:0032225	regulation of synaptic transmission, dopaminergic	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:0048382	mesendoderm development	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000032446	1
GO:0048563	post-embryonic animal organ morphogenesis	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000029648	1
GO:0051574	positive regulation of histone H3-K9 methylation	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000038518	1
GO:0051901	positive regulation of mitochondrial depolarization	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0060353	regulation of cell adhesion molecule production	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:0061709	reticulophagy	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000024773	1
GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:1902231	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1/37	11/21351	0.0189024139883277	0.208630519317129	0.169452988399228	ENSMUSG00000004934	1
GO:0043500	muscle adaptation	2/37	123/21351	0.0192227379349568	0.208630519317129	0.169452988399228	ENSMUSG00000038518/ENSMUSG00000025220	2
GO:0002040	sprouting angiogenesis	2/37	125/21351	0.0198127266312566	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0014745	negative regulation of muscle adaptation	1/37	12/21351	0.0206034735329591	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0030214	hyaluronan catabolic process	1/37	12/21351	0.0206034735329591	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	1/37	12/21351	0.0206034735329591	0.208630519317129	0.169452988399228	ENSMUSG00000006386	1
GO:0071468	cellular response to acidic pH	1/37	12/21351	0.0206034735329591	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:2000288	positive regulation of myoblast proliferation	1/37	12/21351	0.0206034735329591	0.208630519317129	0.169452988399228	ENSMUSG00000027104	1
GO:2000561	regulation of CD4-positive, alpha-beta T cell proliferation	1/37	12/21351	0.0206034735329591	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0033138	positive regulation of peptidyl-serine phosphorylation	2/37	129/21351	0.0210153842898309	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000005087	2
GO:1903959	regulation of anion transmembrane transport	2/37	131/21351	0.0216279404513702	0.208630519317129	0.169452988399228	ENSMUSG00000025220/ENSMUSG00000005057	2
GO:0001781	neutrophil apoptotic process	1/37	13/21351	0.0223016633018931	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0009215	purine deoxyribonucleoside triphosphate metabolic process	1/37	13/21351	0.0223016633018931	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0031953	negative regulation of protein autophosphorylation	1/37	13/21351	0.0223016633018931	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:0060124	positive regulation of growth hormone secretion	1/37	13/21351	0.0223016633018931	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	1/37	13/21351	0.0223016633018931	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:1904181	positive regulation of membrane depolarization	1/37	13/21351	0.0223016633018931	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0055076	transition metal ion homeostasis	2/37	134/21351	0.0225606513205997	0.208630519317129	0.169452988399228	ENSMUSG00000031765/ENSMUSG00000005802	2
GO:0007265	Ras protein signal transduction	3/37	352/21351	0.0228268751654362	0.208630519317129	0.169452988399228	ENSMUSG00000059714/ENSMUSG00000005057/ENSMUSG00000040940	3
GO:0014065	phosphatidylinositol 3-kinase signaling	2/37	135/21351	0.0228752275455857	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:1902414	protein localization to cell junction	2/37	136/21351	0.0231916285256586	0.208630519317129	0.169452988399228	ENSMUSG00000047454/ENSMUSG00000057440	2
GO:0001936	regulation of endothelial cell proliferation	2/37	137/21351	0.0235098473593213	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0035023	regulation of Rho protein signal transduction	2/37	138/21351	0.0238298771623736	0.208630519317129	0.169452988399228	ENSMUSG00000059714/ENSMUSG00000040940	2
GO:0010225	response to UV-C	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000004934	1
GO:0034638	phosphatidylcholine catabolic process	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000036833	1
GO:0035739	CD4-positive, alpha-beta T cell proliferation	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0043558	regulation of translational initiation in response to stress	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:0044804	autophagy of nucleus	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000024773	1
GO:0046642	negative regulation of alpha-beta T cell proliferation	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0060352	cell adhesion molecule production	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:0071294	cellular response to zinc ion	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000031765	1
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	1/37	14/21351	0.0239969880023261	0.208630519317129	0.169452988399228	ENSMUSG00000059326	1
GO:0018205	peptidyl-lysine modification	3/37	364/21351	0.0248956303610185	0.208630519317129	0.169452988399228	ENSMUSG00000027104/ENSMUSG00000038518/ENSMUSG00000004934	3
GO:0001711	endodermal cell fate commitment	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000032446	1
GO:0010561	negative regulation of glycoprotein biosynthetic process	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0035745	T-helper 2 cell cytokine production	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000050377	1
GO:0060049	regulation of protein glycosylation	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0060347	heart trabecula formation	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000006386	1
GO:0060442	branching involved in prostate gland morphogenesis	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0071280	cellular response to copper ion	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000031765	1
GO:0071360	cellular response to exogenous dsRNA	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:0097012	response to granulocyte macrophage colony-stimulating factor	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000059326	1
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1/37	15/21351	0.0256894523339523	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0050680	negative regulation of epithelial cell proliferation	2/37	147/21351	0.0267905116345877	0.208630519317129	0.169452988399228	ENSMUSG00000027104/ENSMUSG00000029648	2
GO:0050678	regulation of epithelial cell proliferation	3/37	376/21351	0.0270632075575253	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000027104/ENSMUSG00000029648	3
GO:0006044	N-acetylglucosamine metabolic process	1/37	16/21351	0.0273790609889787	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0021978	telencephalon regionalization	1/37	16/21351	0.0273790609889787	0.208630519317129	0.169452988399228	ENSMUSG00000032446	1
GO:0031573	intra-S DNA damage checkpoint	1/37	16/21351	0.0273790609889787	0.208630519317129	0.169452988399228	ENSMUSG00000027104	1
GO:0033235	positive regulation of protein sumoylation	1/37	16/21351	0.0273790609889787	0.208630519317129	0.169452988399228	ENSMUSG00000004934	1
GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	1/37	16/21351	0.0273790609889787	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0072673	lamellipodium morphogenesis	1/37	16/21351	0.0273790609889787	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0072006	nephron development	2/37	150/21351	0.0278090080141756	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000005087	2
GO:0001935	endothelial cell proliferation	2/37	152/21351	0.0284966318944258	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0022411	cellular component disassembly	3/37	385/21351	0.0287536838758238	0.208630519317129	0.169452988399228	ENSMUSG00000059714/ENSMUSG00000024773/ENSMUSG00000025220	3
GO:0043374	CD8-positive, alpha-beta T cell differentiation	1/37	17/21351	0.0290658186521336	0.208630519317129	0.169452988399228	ENSMUSG00000032446	1
GO:0140467	integrated stress response signaling	1/37	17/21351	0.0290658186521336	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:2000047	regulation of cell-cell adhesion mediated by cadherin	1/37	17/21351	0.0290658186521336	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:2000291	regulation of myoblast proliferation	1/37	17/21351	0.0290658186521336	0.208630519317129	0.169452988399228	ENSMUSG00000027104	1
GO:0008643	carbohydrate transport	2/37	154/21351	0.0291910948207858	0.208630519317129	0.169452988399228	ENSMUSG00000025220/ENSMUSG00000005057	2
GO:0009886	post-embryonic animal morphogenesis	1/37	18/21351	0.0307497300006789	0.208630519317129	0.169452988399228	ENSMUSG00000029648	1
GO:0010002	cardioblast differentiation	1/37	18/21351	0.0307497300006789	0.208630519317129	0.169452988399228	ENSMUSG00000032446	1
GO:0051238	sequestering of metal ion	1/37	18/21351	0.0307497300006789	0.208630519317129	0.169452988399228	ENSMUSG00000005802	1
GO:0051580	regulation of neurotransmitter uptake	1/37	18/21351	0.0307497300006789	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:0070486	leukocyte aggregation	1/37	18/21351	0.0307497300006789	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0090594	inflammatory response to wounding	1/37	18/21351	0.0307497300006789	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:1903019	negative regulation of glycoprotein metabolic process	1/37	18/21351	0.0307497300006789	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0009200	deoxyribonucleoside triphosphate metabolic process	1/37	19/21351	0.0324307997044229	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0034138	toll-like receptor 3 signaling pathway	1/37	19/21351	0.0324307997044229	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:0060033	anatomical structure regression	1/37	19/21351	0.0324307997044229	0.208630519317129	0.169452988399228	ENSMUSG00000029648	1
GO:0060044	negative regulation of cardiac muscle cell proliferation	1/37	19/21351	0.0324307997044229	0.208630519317129	0.169452988399228	ENSMUSG00000038518	1
GO:0072578	neurotransmitter-gated ion channel clustering	1/37	19/21351	0.0324307997044229	0.208630519317129	0.169452988399228	ENSMUSG00000047454	1
GO:1901741	positive regulation of myoblast fusion	1/37	19/21351	0.0324307997044229	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:2000251	positive regulation of actin cytoskeleton reorganization	1/37	19/21351	0.0324307997044229	0.208630519317129	0.169452988399228	ENSMUSG00000006386	1
GO:0033135	regulation of peptidyl-serine phosphorylation	2/37	164/21351	0.0327641553127512	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000005087	2
GO:0043433	negative regulation of DNA-binding transcription factor activity	2/37	164/21351	0.0327641553127512	0.208630519317129	0.169452988399228	ENSMUSG00000004934/ENSMUSG00000032446	2
GO:0043555	regulation of translation in response to stress	1/37	20/21351	0.0341090324257308	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:0060123	regulation of growth hormone secretion	1/37	20/21351	0.0341090324257308	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0071636	positive regulation of transforming growth factor beta production	1/37	20/21351	0.0341090324257308	0.208630519317129	0.169452988399228	ENSMUSG00000027104	1
GO:0003012	muscle system process	3/37	412/21351	0.0341572086394448	0.208630519317129	0.169452988399228	ENSMUSG00000038518/ENSMUSG00000027940/ENSMUSG00000025220	3
GO:0045834	positive regulation of lipid metabolic process	2/37	168/21351	0.0342394241037777	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0048015	phosphatidylinositol-mediated signaling	2/37	170/21351	0.034986719669837	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0046631	alpha-beta T cell activation	2/37	171/21351	0.0353627605075722	0.208630519317129	0.169452988399228	ENSMUSG00000032446/ENSMUSG00000005087	2
GO:2001242	regulation of intrinsic apoptotic signaling pathway	2/37	171/21351	0.0353627605075722	0.208630519317129	0.169452988399228	ENSMUSG00000004934/ENSMUSG00000005087	2
GO:0010447	response to acidic pH	1/37	21/21351	0.0357844328195354	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:0045948	positive regulation of translational initiation	1/37	21/21351	0.0357844328195354	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:0046325	negative regulation of glucose import	1/37	21/21351	0.0357844328195354	0.208630519317129	0.169452988399228	ENSMUSG00000005057	1
GO:0048569	post-embryonic animal organ development	1/37	21/21351	0.0357844328195354	0.208630519317129	0.169452988399228	ENSMUSG00000029648	1
GO:0051900	regulation of mitochondrial depolarization	1/37	21/21351	0.0357844328195354	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0071359	cellular response to dsRNA	1/37	21/21351	0.0357844328195354	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1/37	21/21351	0.0357844328195354	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0048017	inositol lipid-mediated signaling	2/37	173/21351	0.036119596705316	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0045766	positive regulation of angiogenesis	2/37	175/21351	0.0368827303370768	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:1904018	positive regulation of vasculature development	2/37	175/21351	0.0368827303370768	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000029648	2
GO:0042129	regulation of T cell proliferation	2/37	176/21351	0.03726664302729	0.208630519317129	0.169452988399228	ENSMUSG00000031494/ENSMUSG00000005087	2
GO:0006027	glycosaminoglycan catabolic process	1/37	22/21351	0.0374570055333504	0.208630519317129	0.169452988399228	ENSMUSG00000005087	1
GO:0009151	purine deoxyribonucleotide metabolic process	1/37	22/21351	0.0374570055333504	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0034329	cell junction assembly	3/37	431/21351	0.0382564000658907	0.208630519317129	0.169452988399228	ENSMUSG00000006386/ENSMUSG00000057440/ENSMUSG00000059714	3
GO:0030252	growth hormone secretion	1/37	23/21351	0.0391267552072815	0.208630519317129	0.169452988399228	ENSMUSG00000025220	1
GO:0031579	membrane raft organization	1/37	23/21351	0.0391267552072815	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:0051450	myoblast proliferation	1/37	23/21351	0.0391267552072815	0.208630519317129	0.169452988399228	ENSMUSG00000027104	1
GO:0071467	cellular response to pH	1/37	23/21351	0.0391267552072815	0.208630519317129	0.169452988399228	ENSMUSG00000024423	1
GO:0071577	zinc ion transmembrane transport	1/37	23/21351	0.0391267552072815	0.208630519317129	0.169452988399228	ENSMUSG00000005802	1
GO:0101023	vascular endothelial cell proliferation	1/37	23/21351	0.0391267552072815	0.208630519317129	0.169452988399228	ENSMUSG00000029648	1
GO:1901739	regulation of myoblast fusion	1/37	23/21351	0.0391267552072815	0.208630519317129	0.169452988399228	ENSMUSG00000059714	1
GO:1905562	regulation of vascular endothelial cell proliferation	1/37	23/21351	0.0391267552072815	0.208630519317129	0.169452988399228	ENSMUSG00000029648	1
GO:0007266	Rho protein signal transduction	2/37	181/21351	0.0392094161982548	0.208630519317129	0.169452988399228	ENSMUSG00000059714/ENSMUSG00000040940	2
GO:0007264	small GTPase mediated signal transduction	3/37	439/21351	0.0400550851672744	0.208630519317129	0.169452988399228	ENSMUSG00000059714/ENSMUSG00000005057/ENSMUSG00000040940	3
