motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_171502394_171503236_shuf_8	838	4.88198	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87471534_87471783_shuf_2	293	4.77885	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	3_148220873_148221247	45	4.69838	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_99887151_99887507_shuf_4	470	4.5392	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_72958203_72958507_shuf_9	983	4.4128	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_63897128_63897488_shuf_4	507	4.31511	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_100200770_100201092_shuf_2	265	4.3131	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_3	402	4.24847	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_101658301_101658947_shuf_3	313	4.2184	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_134165245_134165708_shuf_8	922	4.17941	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_101645336_101645756_shuf_2	214	4.15656	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	7_3290091_3290632_shuf_2	300	4.155	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_171502394_171503236_shuf_7	735	4.06076	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_183803339_183803712_shuf_10	1116	4.04885	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_54696446_54697315_shuf_6	639	4.03887	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87471534_87471783_shuf_7	808	3.99919	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574	93	3.91572	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	3_148220873_148221247_shuf_3	354	3.90102	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87462394_87462974	46	3.89461	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_171502394_171503236_shuf_3	323	3.88367	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87426621_87427471_shuf_2	208	3.83785	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_110690374_110690754_shuf_3	362	3.79773	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_171502394_171503236_shuf_6	632	3.79359	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_69073397_69073912_shuf_10	1057	3.76038	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_7	814	3.74312	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	9_65201320_65201921_shuf_5	524	3.62193	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	14_64098207_64098391	76	3.62052	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87426621_87427471_shuf_5	517	3.53376	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87471534_87471783	87	3.39207	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_54119786_54120240	90	3.32869	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_171502394_171503236_shuf_10	1044	3.32128	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87422869_87423338_shuf_9	939	3.2753	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	9_65195688_65196721_shuf_3	340	3.27507	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_63897128_63897488_shuf_2	301	3.2658	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	10_8342582_8343064_shuf_5	596	3.24991	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_115489477_115490571_shuf_5	522	3.20453	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_134165245_134165708	98	3.17656	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87471534_87471783_shuf_5	602	3.15445	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_132269660_132270192_shuf_4	435	3.12731	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87471534_87471783_shuf_8	911	3.08977	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_5	608	3.04968	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_2	299	3.02166	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_21412124_21412413	36	3.00563	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_132269660_132270192_shuf_5	538	2.99703	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_171502394_171503236_shuf_4	426	2.99384	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_8	917	2.98233	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_132269660_132270192_shuf_1	126	2.9565	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	15_83149560_83150185_shuf_5	590	2.94041	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_54696446_54697315_shuf_3	330	2.91992	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	10_8342582_8343064_shuf_9	1008	2.91739	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_183803339_183803712_shuf_3	395	2.90452	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_83271412_83272065_shuf_9	981	2.89132	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87422869_87423338_shuf_6	630	2.86329	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_20332570_20333027	37	2.86119	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_10	1123	2.837	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_115489477_115490571_shuf_1	110	2.83685	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87443312_87443866_shuf_1	119	2.81313	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	15_12007915_12008541_shuf_4	460	2.80626	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87426621_87427471	2	2.77495	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	10_19062017_19062808	29	2.76928	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_63897128_63897488_shuf_3	404	2.76834	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87426621_87427471_shuf_9	929	2.73388	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	2_13558579_13559077_shuf_4	452	2.72196	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_171502394_171503236_shuf_5	529	2.70858	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	10_40258412_40259005_shuf_1	118	2.7071	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_83271412_83272065_shuf_4	466	2.6752	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_110690374_110690754_shuf_9	980	2.62037	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_101658301_101658947_shuf_6	622	2.59929	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_135047261_135047543_shuf_7	809	2.57807	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	13_58205007_58205412	72	2.50852	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_117189864_117190617_shuf_8	841	2.48425	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_83271412_83272065_shuf_1	157	2.43487	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_117189864_117190617_shuf_2	223	2.41272	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	3_148220873_148221247_shuf_8	869	2.38615	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_110690374_110690754_shuf_8	877	2.36586	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	9_65195688_65196721_shuf_9	958	2.31451	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87426621_87427471_shuf_4	414	2.31377	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_134165245_134165708_shuf_6	716	2.31244	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_101641950_101642538_shuf_1	106	2.30511	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	10_40258412_40259005_shuf_5	530	2.28855	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_110690374_110690754_shuf_1	156	2.2856	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_101645336_101645756_shuf_7	729	2.27193	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	9_31418715_31419250_shuf_8	874	2.25757	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_132269660_132270192_shuf_6	641	2.24632	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87443312_87443866_shuf_4	428	2.24514	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_132269660_132270192_shuf_3	332	2.23139	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_83271412_83272065_shuf_10	1084	2.23038	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	10_22867175_22867556	84	2.22483	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_83271412_83272065_shuf_7	775	2.22014	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_117189864_117190617_shuf_7	738	2.21495	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_6	711	2.2077	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	16_45657615_45658029_shuf_10	1058	2.2016	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_54696446_54697315_shuf_7	742	2.19347	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_8351273_8351655	64	2.18585	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_101641950_101642538_shuf_8	827	2.17538	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_69073397_69073912_shuf_6	645	2.1731	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_110690374_110690754_shuf_5	568	2.17299	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	10_8342582_8343064_shuf_3	390	2.16982	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_72254647_72255750_shuf_3	329	2.15391	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	15_83149560_83150185_shuf_4	487	2.14109	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	15_12007915_12008541	48	2.13112	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	9_104098178_104098593	65	2.12581	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_69073397_69073912_shuf_4	439	2.1224	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_54696446_54697315_shuf_2	227	2.12124	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87471534_87471783_shuf_1	190	2.11552	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_83271412_83272065_shuf_8	878	2.10464	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	3_148220873_148221247_shuf_9	972	2.08111	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	16_45657615_45658029_shuf_6	646	2.07064	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87471534_87471783_shuf_9	1014	2.06973	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_101641950_101642538_shuf_6	621	2.06373	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_36205697_36206151_shuf_10	1109	2.03296	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_134165245_134165708_shuf_3	407	1.99798	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_100200770_100201092_shuf_6	677	1.98732	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_117189864_117190617_shuf_1	120	1.98594	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_63897128_63897488_shuf_9	1022	1.97577	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_132269660_132270192	23	1.97325	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_36205697_36206151	79	1.96398	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	9_31418715_31419250_shuf_7	771	1.96261	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_183803339_183803712_shuf_8	910	1.93841	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_100200770_100201092	59	1.93825	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_61039339_61039715_shuf_9	1005	1.93815	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_123013908_123014413_shuf_8	904	1.91304	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	17_34968450_34968760_shuf_7	747	1.90356	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_83271412_83272065_shuf_2	260	1.90328	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_4	505	1.88401	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87471534_87471783_shuf_6	705	1.8808	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_134165245_134165708_shuf_5	613	1.85474	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	6_129275246_129275574_shuf_1	196	1.85452	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_171502394_171503236_shuf_1	117	1.83865	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87462394_87462974_shuf_5	561	1.83564	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	1_183803339_183803712_shuf_9	1013	1.79453	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_72219616_72219993_shuf_10	1091	1.78271	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	9_104098178_104098593_shuf_3	374	1.78232	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_117189864_117190617	17	1.77037	tp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	2_79227709_79228279_shuf_4	504	1.70617	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	15_10953443_10953898_shuf_8	907	1.70531	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	12_54696446_54697315_shuf_4	433	1.69568	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_69073397_69073912_shuf_3	336	1.69187	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_134165245_134165708_shuf_10	1128	1.68334	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_132269660_132270192_shuf_8	847	1.68176	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_101658301_101658947_shuf_10	1034	1.68121	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	15_10953443_10953898_shuf_4	495	1.67435	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_134165245_134165708_shuf_1	201	1.66751	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	4_132269660_132270192_shuf_2	229	1.65093	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	19_32223789_32224320_shuf_2	283	1.63986	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	5_141884220_141884652_shuf_10	1064	1.63789	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	10_8342582_8343064_shuf_2	287	1.63004	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	11_87426621_87427471_shuf_8	826	1.62587	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	2_79227709_79228279_shuf_8	916	1.62033	fp
../../data/ATAC/motifCluster/MPP4_WT_clus/MPP4_WT_clus_consensus_motifs.meme	Cluster_21	3_93597173_93597711	55	1.61807	tp
