gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
Hoxa10	820.276923533766	0.114814590483503	0.113408076309251	0.02072630894278	0.237667284666312
Slc7a7	199.919897536656	-0.001877562555369	0.099235621942506	0.945374101087686	0.984381557453891
Oxa1l	2678.08268543717	-0.048204548794943	0.055865535518881	0.273777538706064	0.667177158907852
Heatr6	2518.53748222886	-0.002050694052717	0.079149111429411	0.961354537241328	0.989099723805619
Ccl3	2516.94230106296	0.011579806877075	0.11184359115986	0.478702184964112	0.804004256238709
Wfdc18	228.300562034034	0.098600065928903	0.150216777227789	0.018849516342699	0.227763173195247
Icam4	429.245106270628	0.046746667117363	0.093151974310785	0.234880190045364	0.633964702025048
Ilf2	7183.80573345744	-0.027058637378181	0.057759177797458	0.543835401997671	0.835375714459577
Chtop	6884.53625434866	-0.004188868236387	0.061498665202546	0.926390981971826	0.980024144085984
Snapin	3717.02395245033	0.053882532377042	0.060876785996022	0.235506724373216	0.634574963431001
S100a6	817.521129183851	-0.064287670493582	0.101411653336005	0.114112294289496	0.494076926227758
Icam2	2965.73176645642	-0.060015648690918	0.072627374481884	0.193311770747598	0.596191982252551
Mapk7	869.345913725959	0.010500723497062	0.089434431222422	0.769936793678992	0.931830755166112
B9d1	93.9048500063951	-0.013216665173889	0.106805228385759	0.551050593407292	NA
Sec24b	1841.01160694741	0.08935556794484	0.084505290375145	0.058320722693088	0.376582219618682
N4bp3	933.126545635788	-0.008764666382163	0.089693954489617	0.805522512857896	0.945035503916347
Rmnd5b	2933.54452706413	-0.021402217821246	0.079687289385988	0.614719326473599	0.869521100034679
Nhp2	8546.01823131236	-0.110867373093244	0.069081205811032	0.020084886844309	0.235344436431291
Vps9d1	495.225695278612	0.04160067648101	0.102647067750916	0.225085482215915	0.626770104305082
Zfp276	467.469787406572	0.114828751198716	0.145359463573011	0.015975225347289	0.210293520566586
Mfsd10	6690.3453015231	0.010626258454003	0.063651600706549	0.815743550078756	0.948189351378831
Luzp1	924.506279980636	-0.028599157413229	0.077214837347884	0.514163832419267	0.821079825704715
Kctd10	3453.84019270242	0.053237993851036	0.073573394779522	0.244668498966137	0.643192159127509
Poldip2	5462.1920300418	0.003184661852544	0.063770538679137	0.944322579576013	0.984381557453891
Ift20	2662.67390908471	-0.058131133736196	0.067206096227659	0.208554944541931	0.611726266631789
Pcbp3	1020.16379452147	0.155764708478302	0.13025222103895	0.005883513432207	0.135696483335674
Lgals9	24344.7854473664	-0.075918378561036	0.06752744914365	0.103424829848352	0.475390935076919
Araf	3825.36031536759	0.045161522782012	0.074591333729011	0.318327923340007	0.703400760585082
Cfp	2130.21710689217	-0.063292683969137	0.076773740259094	0.167192277560782	0.564253692303936
Uxt	678.286249286105	-0.037738056682845	0.074197215642123	0.402298097580631	0.760247466807623
Cnnm3	467.79326683057	-0.207265546508761	0.180794992594118	0.002042641296163	0.086865219288983
Lman2l	1688.37640920743	0.035794004729255	0.089344317765373	0.35940222435767	0.733260365991922
Mcm3ap	1812.24946832977	0.07984442960104	0.096224052777504	0.074471518594058	0.416856116499593
Pcnt	4541.3335507181	0.114584264047449	0.094809080026775	0.021258475822108	0.241252539948614
Mxd1	1119.04860347055	0.088688651597596	0.105951961222911	0.049851590570586	0.35330047553033
Gmcl1	1893.59631409019	-0.016772910969431	0.101740380562685	0.541791420080289	0.834492754694733
Snrnp27	2224.30374236492	-0.007991018172373	0.063046162278156	0.860712757055946	0.96332807352139
Oas1c	263.549746785755	0.076109534644337	0.1079625924595	0.071108759636235	0.409041692745145
Ocrl	1139.41725930891	0.042198300978726	0.089819004809992	0.289696322957362	0.681485486452152
Calm1	19688.8863580168	-0.058413623926939	0.061550146509412	0.200054718543523	0.603260006911532
Agpat3	257.532317352607	0.011938850191885	0.092811611325446	0.721608667244448	0.916636394171825
Uhrf1	9463.19966601484	0.061728749572163	0.061347471483204	0.175568963329627	0.572915018645415
Dpp9	1507.4043443383	0.032028344642847	0.084187375411794	0.435600567374573	0.779747032038092
Gramd1a	4482.41441335261	0.08442199772745	0.10157855940071	0.060046001256784	0.381056955152338
Hpn	80.619715091277	-0.02153768045789	0.108159046869015	0.370209144016521	NA
Ckb	209.940343161964	0.011555414675038	0.101052945094884	0.667347443029442	0.896083694057519
Sp1	1443.54384138178	0.004547076508469	0.081675287936212	0.911584886889199	0.976424400722878
Itgb7	2453.6446756262	-0.056218790047345	0.082457443874616	0.202692880178647	0.606602060936973
Myg1	3034.23572086345	-0.069976646589663	0.061018345701592	0.124626851577236	0.514048876355673
Rarg	224.840864504573	0.106610308634568	0.160283199554704	0.013430320745388	0.195384609945964
Pfdn5	6259.33803615974	-0.034161801248614	0.074095111927561	0.447411440049608	0.786772575578648
Rrp15	3464.94627801403	-0.036057765526111	0.066011555147518	0.431818556731184	0.778063476951228
Rnd2	89.2665053586658	0.011017677677217	0.100775553596298	0.683472325521886	NA
Srr	383.669000908407	-0.034606181779787	0.094425501601182	0.340947451606413	0.719648154476974
Acp5	258.072796546809	0.019725090983864	0.094884280722225	0.551399177019237	0.839330765998189
Fbxo9	2922.15233481553	0.113730788254258	0.088857856992451	0.021640768183458	0.243941144721535
Vps50	1152.5026914237	-0.006480448403887	0.072540482299744	0.88516372106692	0.967846913101142
Hars	3999.15479227581	-0.020033514222812	0.062306342995776	0.659612887171995	0.891371899823802
Zmat2	3057.41073993056	-0.043941779645242	0.056095522255229	0.319190761503773	0.704030311886834
Ube2c	5331.6625341178	-0.023556539489659	0.067693698549135	0.606453170790374	0.866290630190103
Smg5	1961.28014721299	0.06691016692101	0.091923839879271	0.122508662751271	0.508927083893593
Cct3	16077.7539941435	-0.027820899185071	0.054783568629745	0.523773186519995	0.82658573841265
Glmp	4840.56059872335	-0.037106466759149	0.069231834628291	0.417852406561788	0.772579754711446
Mef2d	1232.97657598769	-0.108369883837219	0.090717328546464	0.027047178554815	0.274997188963932
Tmem79	133.455280637728	-0.031692276858289	0.098696172596996	0.343111343825376	NA
Snd1	10022.5876652443	-0.017354961352623	0.066630084699919	0.704252475570332	0.90997136358655
Slc19a1	3791.31377335691	-0.044319256447357	0.066547808291825	0.335126596868474	0.715614752624796
Kpnb1	7370.42539535876	-0.070245652407969	0.063976228040785	0.127697181283831	0.518024210320956
Npepps	1494.25546613561	0.012710761796324	0.082089979710705	0.756022732399233	0.927549398460032
Mrpl10	3050.15432296942	0.019561996017307	0.068228798076062	0.668349391059789	0.89650767907558
Cyp51	1533.48484523476	-0.007666890602108	0.081725666449264	0.851570371365449	0.960066986527183
Tcf25	7953.02631129706	0.036965685964045	0.05409304738075	0.394310321722895	0.754270037087793
Tubb6	1501.64539432856	0.030308732810611	0.104563394444368	0.307865046924757	0.695892186517638
Def8	6697.70244490894	0.472897724844496	0.141630657637177	1.86E-06	0.001282762323446
Foxm1	578.890600735411	-0.063169175283138	0.08944628351534	0.144464366594486	0.539650307235728
Itfg2	1546.5001270287	0.030284907331383	0.077376275929556	0.489810587129988	0.810382337555869
Gtf2h4	1565.30436632545	-0.020771413153395	0.078811148851745	0.628195177092983	0.876387612249848
Tubb5	91941.7278971401	-0.064206912400227	0.070656213886046	0.166356008891397	0.563615236607092
Ell2	291.732233887698	0.006293041329977	0.108047262647766	0.741155378607647	0.922318849530554
Jup	709.964040294953	0.01038803904166	0.080897202548059	0.8023952823121	0.94438881070446
Nom1	3119.6947478325	-0.063770564486838	0.071099951376245	0.168998318478523	0.566796196677954
Ergic1	8205.07839196977	-0.000192057775862	0.068900673404933	0.996633354296842	0.999204407883376
Acap1	10579.156717859	0.082987720402916	0.062181223191585	0.070851248801906	0.407784830659426
Ifrd1	1522.55102217848	0.026266056086929	0.084442989395374	0.515818898841005	0.821975778424483
Stk38l	490.09547152059	0.075764925404682	0.114439189612082	0.064103377238148	0.394354619713435
Brpf1	1112.8628527781	0.00133834012436	0.081323042961859	0.974042521870282	0.993618496614794
Akr1b3	7215.20091391239	-0.070291942917748	0.050763174112915	0.094344253085954	0.458503506309333
Gstt1	170.024841614972	0.006441315082253	0.098016725249505	0.822771646583207	NA
Gstt3	666.692954858446	-0.006260890079762	0.086140756458189	0.869393807937916	0.965287612775758
Ddt	682.424849494535	-0.062954440302851	0.080297832192162	0.163861929795008	0.560300903827768
Ddx18	4342.01150789919	-0.018967183025527	0.061997844530173	0.676372477903012	0.900446987841939
Ubl3	2260.121008045	-0.023936095016648	0.08802119596166	0.530413734920849	0.829107966159655
Gramd3	679.61606333504	-0.000264921366266	0.088501645050319	0.99416760113466	0.999204407883376
Eef1e1	2466.87156091012	-0.03646184553742	0.068961838454877	0.426076172067991	0.775534198151726
Akt1	1986.06043125058	-0.152225009150474	0.092711520514945	0.00407915037488	0.114552848293661
Cldn15	213.260668565809	-0.013847913996134	0.11486329277478	0.329175206238151	0.712032130712159
Il16	5253.40829678529	0.038515732953279	0.059911099141814	0.39349301249998	0.753854816894806
Tcirg1	4476.41880079011	0.003436938673538	0.079164156194059	0.935276513945827	0.982957277401888
Naglu	1332.97966223204	0.041143269380312	0.087143976668389	0.313376504391822	0.700245206507004
Coasy	2410.16910138035	0.063744288034152	0.073971138447444	0.167436504274357	0.564713243844975
Smo	852.537213116289	0.010408250368847	0.081920476952234	0.799272365070637	0.942782390217617
Crnkl1	2638.80766709641	-0.007454743757362	0.065367123857163	0.870375285124536	0.965287612775758
Rin2	136.544364375269	-0.004340024888513	0.10286142544507	0.857584765311336	NA
Chordc1	4166.23423672239	0.006243482560019	0.083036134916806	0.87641808440183	0.966638240626652
Rtcb	13992.6250206333	-0.053731162734025	0.053419974838304	0.213124759695106	0.617555367752496
Pwp1	4268.98473161596	-0.019001275146306	0.061916129371126	0.675746567063098	0.90030632491313
Fbxo7	3346.80440400808	-0.048893012562186	0.071265787354481	0.286639796221143	0.679387262933299
Capns1	4676.90522036799	-0.015334581693991	0.107658061025065	0.487411177311023	0.809152100580498
Clpb	2316.77170458115	-0.042282119628583	0.067957285748033	0.357497697271959	0.732229263548209
Sept7	11328.9386907583	0.041394264811959	0.058277083022117	0.354994461609477	0.72981945569281
Zdhhc4	2544.05902923408	-0.004417887702596	0.069201723287847	0.922626592925867	0.979133015423477
Rac1	11556.2936265074	-0.013186744778379	0.08137852340423	0.749676680178703	0.925867973676924
Nup214	1943.2658404447	0.128421834633719	0.101593388620721	0.012740970258539	0.190912524041211
Aif1l	183.685064670635	-0.046021745728488	0.101910487734592	0.199437345583761	0.602984997408583
Cpa3	3756.26984253811	-0.034347465228331	0.112967751850218	0.194842674461406	0.597213910732233
Ugp2	1911.06147907073	0.060430327068608	0.08385391664667	0.171881224721873	0.568905247221143
Trmt1	2743.06102338269	-0.078547926465633	0.071018145005051	0.093820513773892	0.457375004647721
Nacc1	1385.18514687926	0.018682699860309	0.081417287269231	0.652855840886826	0.88863241854054
Nfix	1623.48942349376	-0.041587319292341	0.079338994730458	0.342470317929403	0.720511224436015
Slc1a5	10796.6453418152	0.059213139455204	0.074198147538645	0.197429951973147	0.600913761800621
Uba1	12209.1468962285	0.068287610924621	0.049767612229624	0.100208805385914	0.468417904245786
Siae	2413.23078927241	-0.006423477999628	0.066989997355932	0.888140856846306	0.969488066397659
Esam	1005.81075077737	0.038618349805235	0.092133256298058	0.312386855084559	0.699630007476394
Spa17	136.197297638039	0.055942053370565	0.105106210197834	0.136479374261165	NA
Fam50a	1935.63805278272	0.027175871958521	0.071560202688339	0.548833086360632	0.838543437464804
Emd	4930.38140874995	0.021532212409023	0.059603719903553	0.63242829855169	0.878106149229007
Taco1	396.554799795281	-0.019628530950783	0.090590822053477	0.585620279706812	0.855314931802835
Gria3	1348.06195660883	-0.046726927943953	0.084720558806595	0.270823831695012	0.665328841631524
Ap4e1	667.750570433804	0.002040599318092	0.08864443941056	0.954980333804574	0.9878715804558
Blvra	2195.69449258419	-0.009146561502257	0.057969996516782	0.8375375740381	0.95492296573449
Idh3g	14327.5427408548	-0.060253799375345	0.058123742487228	0.178473509249385	0.576412563036627
Pnck	718.083213703354	0.006300513968315	0.086831533524897	0.866880932002847	0.965092894409155
Ssr4	5013.4103709642	-0.120595578137875	0.064295711188909	0.01006486993899	0.168047956233749
Bcap31	12997.5082363876	-0.084927445376249	0.049678393684217	0.040679559639563	0.322834348748291
Fam98a	1714.03927511171	0.030793245663521	0.074491304072962	0.491496326216477	0.811251343672593
Kmt2a	2194.8289000326	-0.005376567112026	0.081080415465096	0.896438813286594	0.973159376451131
Ift46	1261.02560682978	0.072302837843361	0.070166408447299	0.121173215299027	0.506146669657388
Trappc6a	4419.51731848654	-0.037749786799069	0.074101139339463	0.402381265440085	0.760247466807623
Supt6	1900.05587993477	0.084757207242245	0.084141139390509	0.069924771094465	0.406705912620452
Spag5	2268.51624507349	0.03160206987016	0.077878757848889	0.469925528263222	0.799033938735512
Unc119	444.598432677222	-0.026031986365144	0.114383400983568	0.223971562415777	0.626135600570935
Rab34	103.501310680997	-0.023259516143552	0.105470712563743	0.383393778892122	NA
Sdf2	2532.6853859546	-0.030724404656392	0.077450551675982	0.483463595658934	0.806956483843368
Ccne1	698.850256838308	-0.035430620761923	0.080512520478963	0.409573063736375	0.765806379637314
Bbc3	473.054109243037	-0.016038843145662	0.102154231144418	0.552186375062743	0.839330765998189
Psmc3	13835.0935308431	-0.08905903736834	0.05964125808442	0.049609526035639	0.353079830834966
Acp2	1237.37775928791	0.076656603295988	0.091795184194226	0.087648241832929	0.447678220237956
Rapsn	213.210004198691	-0.006020564727856	0.098537000652074	0.831370222505101	0.952782583212539
Slc39a13	513.285723082743	0.061000220885764	0.094897891399003	0.142399369280849	0.536329788406085
Celf2	13833.6084322845	-0.027840069586806	0.056964194881393	0.530183524973357	0.829066158441282
Ddb2	738.819681287731	0.04862991291019	0.089858502359212	0.234273899772644	0.633454268963035
Spi1	10885.1032141478	-0.033423478319357	0.071145694057247	0.462773512274306	0.794107494712042
Sf3a1	6433.40982620086	0.039407640231571	0.058006147629222	0.377715332824134	0.743060541817777
Stat6	3885.6820722203	0.149550940504782	0.097932367117291	0.005124009333421	0.128124750126595
Napsa	8917.21238817524	-0.200443323149707	0.07136103163306	5.41E-05	0.012731788833851
Vrk3	4868.0061437426	0.012537640147228	0.072583536807531	0.780086034721814	0.936131614017483
Smg9	2197.05146817056	0.091449531205798	0.068322350647261	0.052085158270727	0.36028727613874
Paxip1	1872.42198921652	-0.0215517604573	0.086135461891491	0.580919059833471	0.853135592718763
Rmnd5a	1078.38291267179	-0.067593796903744	0.090330111721068	0.122455744155583	0.508927083893593
Mov10	1591.96215517293	0.042754557665255	0.087205886295508	0.297086981915016	0.686676942719096
Ppard	131.223008744602	0.000839347508968	0.099196548965532	0.975575376377555	NA
Def6	9234.5744261502	0.046373571344983	0.064904184460849	0.312602358649988	0.699777644422821
Metrn	210.505571297733	-0.027736393932426	0.108240446227902	0.29520370725627	0.685659810720563
Lmf1	1101.1878499838	0.038473796190434	0.081633865011924	0.368238115665986	0.73718153321986
Narfl	1667.32360277633	-0.04073311367416	0.079912534394119	0.349719003503893	0.725805130521908
Angptl4	1486.26799256927	-0.061181708884693	0.086998045750965	0.160367087347778	0.556862723242185
Dbf4	1347.66016375213	-0.043834085639645	0.097434242081101	0.236894226238384	0.636672268614962
Daxx	3545.9924508205	0.013676352115599	0.069354431932745	0.763774617450536	0.93085031501784
Cd320	1730.90912485151	-0.034288787405448	0.069889512735894	0.45300764772459	0.78900782103273
Ipo4	2363.99644046882	0.061211112887142	0.07842935011731	0.177776648408021	0.575626248191026
Tm9sf1	3216.88778620074	-0.007872218478957	0.071204566530724	0.861668021369257	0.96332807352139
Rec8	730.187809381375	0.032014193119711	0.097868345025595	0.345811095280355	0.722997921567033
Irf9	4158.66068544009	-0.001864166241512	0.07763881606171	0.96545967470629	0.990574705019156
Gmpr2	3311.45166780107	-0.007996591102896	0.070447673506538	0.859932518894153	0.962932792744984
Mdp1	2314.75972113762	-0.016433836418318	0.07068950876941	0.716984400755699	0.916260156149039
Dhrs1	2367.35707429926	-0.023114338860525	0.069789166733924	0.611765361228353	0.868034701343641
Tmem161a	2133.17671681822	0.033335371720709	0.080071181408661	0.438183469543591	0.781534120804398
Armc6	477.877161943589	0.05673744271678	0.10550057225979	0.132086902163804	0.524533549170241
Borcs8	1203.28841562638	-0.00184096599742	0.064216855001436	0.967817994203348	0.991728791707196
Slc25a42	288.650413343918	0.003497547103604	0.098582394295686	0.900772764597776	0.973737193148256
Snx9	1288.5699323831	-0.067881419259164	0.119006802440176	0.070683703865805	0.407672737338233
Ranbp3	5739.19953979927	0.028946685113183	0.066331141843744	0.527430723683441	0.828069100849572
Ndufa11	3720.62522676523	-0.117480567713877	0.063702395179546	0.011834878485418	0.183811481596817
Use1	5291.45959615206	-0.069238380949635	0.061078606041897	0.12871352795759	0.519261763217752
Ocel1	423.003281356053	0.061740542074993	0.100828597790139	0.12493122633041	0.514087077797421
Dyrk1b	288.342166424007	0.212074848772887	0.225885745303975	0.001554673349774	0.075975189120254
Braf	1305.91961563649	0.065713826200705	0.096471648760531	0.118780837114719	0.502704873146975
Ndufb2	1431.98568187208	-0.048389972901959	0.072289857937365	0.290236745815179	0.681697633092192
Hltf	2301.92455464941	0.05548433320357	0.071463083625686	0.22845792846323	0.629216236056794
Prpf6	4291.14492541612	0.048544297871966	0.068161829693558	0.291876520086897	0.68327486541346
Rgs19	7325.94485202074	0.006910047488847	0.053469784097541	0.872727297703577	0.965834375124421
Snrpd1	6537.63692558511	-0.029455822471961	0.05491573833033	0.500152117256985	0.814805628392116
Tchp	597.465590663766	0.008529374729976	0.084941124247148	0.826773020659121	0.951594715552156
Tiam1	588.030582894097	0.035377684880206	0.092195685151571	0.34674932851121	0.723976025089725
Tsc2	1628.81957517648	0.109381237519609	0.109622111739616	0.025048538383355	0.262595108508354
Slc9a3r2	643.442648963257	0.026812741805168	0.083134958086066	0.514651363727593	0.821242145600123
Puf60	16359.3983444546	0.02196554918535	0.055581247415634	0.616878216213569	0.870236613343239
Golga2	1632.98376496173	0.081175674646766	0.094091500217592	0.072912130651281	0.413498420817792
Uck1	3559.04825548836	0.020846106320821	0.064199336669534	0.648114699503486	0.885775833846309
Scin	135.740586366146	0.023712365673765	0.113956172664694	0.246978567485916	NA
Mien1	1076.40070692923	-0.02469214850689	0.074196515706501	0.58048661428619	0.852930295261773
Axl	271.289413952795	0.024476311283738	0.101729581873142	0.408704129813413	0.764728887363013
Tgfb1	883.611269716974	-0.025820282915903	0.107210598290426	0.328480456692991	0.711701474276703
Ccdc97	2515.82533386474	0.246010193906767	0.130509888698723	0.00026675896888	0.03030613850794
Zfp40	478.066159999283	0.040269792415509	0.090834969917108	0.303062249405916	0.692319358331947
Akap8l	2354.44559826692	0.066425801976607	0.082185380902999	0.141594415585705	0.535435901484005
Pdcd2l	1460.27413270871	0.002723433413447	0.07397012525941	0.951148842598101	0.986100398692512
Gtf2f1	4887.61246023761	-0.025859037870229	0.059907253414924	0.566330539917424	0.845828564162285
Clpp	4035.9593770511	-0.020352618131063	0.065362561442204	0.656281880152228	0.890126697799045
Alkbh7	1095.53450484282	-0.056719796820256	0.071367077323842	0.218734468800033	0.621527410261683
Dennd1c	1940.32586007061	0.124831675405501	0.102462251969677	0.014660112790524	0.202681876834075
Med6	1089.87000070508	0.017223196160496	0.072031465790185	0.702448205965213	0.909791702678519
