gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
Ly6c2	2204.9107697617	3.35818185502233	0.455977764030338	2.25E-14	1.60E-12
Hdc	1212.92912558158	3.30402137139883	0.445365313454656	1.44E-14	1.07E-12
Csrp3	46.7619921429407	3.28447776404371	0.804285298405964	1.29E-06	2.94E-05
Tmem215	130.313095467908	3.2636644428316	0.54777303571248	2.15E-10	9.37E-09
Hp	1017.15853107673	3.24574500871439	0.458189973275599	1.51E-13	9.63E-12
Igsf6	1019.68854501891	3.24152190689974	0.403183708497887	1.13E-16	1.01E-14
Gp5	217.717469241058	3.16815097159246	0.467553580485811	1.14E-12	6.52E-11
Fcgr3	1165.49590938527	3.16745320433072	0.379037115930665	7.65E-18	7.46E-16
Grb10	396.785127919225	3.15183013933648	0.385139471974727	3.12E-17	2.93E-15
Ms4a2	210.121092535107	3.13574211472253	1.66383950847924	0.000100654477093	0.001459613572002
Itga2b	2034.40286965976	3.04970228915457	0.222854066095943	1.72E-43	8.48E-41
Gdf3	268.393728698259	2.98357012683635	1.01638458338248	2.18E-05	0.000375784906555
Pcdh7	103.222899680718	2.89161695245898	0.530390086626485	2.35E-09	8.81E-08
Slc18a2	2616.12837201934	2.88774721635828	0.180648023892553	1.65E-58	1.15E-55
Rbpms2	169.07854213945	2.8450642805825	0.485409048248201	2.20E-10	9.56E-09
Ncam1	107.498968667691	2.8450357682208	0.724585897917249	1.84E-06	4.04E-05
Emilin2	1118.81153394124	2.78452025958947	0.15786802025494	9.98E-71	1.07E-67
Rab27b	241.153280116129	2.77350969618568	0.770642132878171	4.76E-06	9.50E-05
Tek	605.125156140619	2.77074731497805	0.315183732150355	8.55E-20	1.01E-17
Gata1	265.249094769774	2.76836648527482	0.475113270893881	2.40E-10	1.02E-08
Synpo2	94.9345858779072	2.71188830140296	0.68903303216875	1.69E-06	3.74E-05
Mgl2	126.356892190714	2.67193802361744	0.553714589567779	4.38E-08	1.33E-06
Sdsl	2507.9943026352	2.65573123109114	0.131774797241648	1.38E-91	3.27E-88
Papss2	116.356400637924	2.57126769104464	0.685357567573437	2.89E-06	6.04E-05
Tcf7	231.466385226337	2.49384664398461	1.20288396174044	0.000120381118134	0.001699735309152
Esam	1005.81075077737	2.48668601963774	0.204881008588261	2.11E-35	6.55E-33
Bgn	173.189558396705	2.45609320329091	0.449834708587594	1.31E-09	5.09E-08
4930519L02Rik	1453.31992485624	2.43703654523231	0.24118221262424	1.46E-25	2.78E-23
S100a8	268.572276725756	2.43146442365889	0.486553657244928	1.51E-08	5.03E-07
Nrg1	43.2781305314011	2.43123680558823	1.27351932599155	0.000163028795065	0.002245498129454
Dach1	423.420240873612	2.41701626288676	0.290738128364832	2.48E-18	2.54E-16
Prom1	78.2915791715404	2.40959073039534	1.12149091348911	0.000109689570496	0.00157323899166
Clec5a	166.883422673145	2.40809294882973	0.710816896192617	8.02E-06	0.000152753023942
Gm973	248.380782892018	2.38105752456244	0.34472175839526	1.27E-13	8.21E-12
Serpine2	365.294178077691	2.35838978759721	0.306193758387513	3.30E-16	2.82E-14
Upp1	154.16098949293	2.34360514925475	0.356736578338245	1.25E-12	7.08E-11
Plxdc2	261.219227139951	2.328501607529	0.319089258849705	7.08E-15	5.46E-13
Phlda2	112.186431117657	2.30410749874405	0.403792140611925	2.84E-10	1.20E-08
Gm16758	270.357751805118	2.27597042136617	0.323950353094945	4.98E-14	3.40E-12
Selp	1571.92377998651	2.24590830495771	0.249820379717888	5.36E-21	7.11E-19
Lhcgr	80.3344539084103	2.23563668198541	0.361349677954381	1.45E-11	7.43E-10
Tuba8	476.260152706719	2.2279682488724	0.249896828514949	1.05E-20	1.37E-18
Ccdc109b	61.1051917517803	2.18809795627214	0.928790677929014	8.15E-05	0.001213987688957
Ptrf	1909.78891625887	2.15382892004845	0.132335507355867	2.80E-61	2.20E-58
Perp	156.288082209746	2.15057822549626	0.415357887431456	5.41E-09	1.91E-07
Tgfbr3	269.977819893243	2.10791134267134	0.296401906091221	2.66E-14	1.85E-12
Cracr2b	77.4687388664763	2.09187637583259	0.596298350022894	5.90E-06	0.00011517650784
Sgms2	161.45876997215	2.06889151683844	0.658475705034599	1.58E-05	0.000282242000465
Thy1	252.258206241085	2.06133197255783	0.257767428958828	2.95E-17	2.79E-15
Tmem246	113.972118567665	2.02242779191075	0.389800550793637	5.44E-09	1.91E-07
Slc22a4	136.245502325964	2.0052810465375	0.375085060862498	2.35E-09	8.81E-08
Deptor	2117.69421550165	1.98989911661181	0.187411834694044	5.80E-28	1.27E-25
Mt1	2673.67665176904	1.97501384319016	0.29846099568074	9.80E-13	5.65E-11
I830127L07Rik	122.773605460498	1.94216084905548	0.64075534720918	2.16E-05	0.000373076772655
Ptn	52.0954993428419	1.91122842550757	0.435119094183536	2.73E-07	7.20E-06
C3	133.644070928847	1.90622171560634	0.624293706078104	2.08E-05	0.000361477603196
Car13	171.687343390213	1.89445346040609	0.353598299408415	2.49E-09	9.28E-08
Clec4e	2194.34808338379	1.88296054846802	0.136304190119714	5.93E-45	3.18E-42
Gm7932	90.8466028795515	1.88015094441825	0.453794098408094	7.68E-07	1.83E-05
Cybb	262.343271585916	1.86317180654101	0.450098363069615	7.89E-07	1.87E-05
Cxcr2	319.771887123715	1.8522157628264	0.326951191752806	4.71E-10	1.94E-08
Mylk3	64.9048071043115	1.80967517576909	1.40930882361439	0.000667559205968	0.007576796987736
Tacstd2	1363.36630536353	1.7992954863236	0.172079856951767	5.02E-27	1.02E-24
Tfr2	3553.2775653425	1.79599342694459	0.090555416353793	5.54E-89	9.35E-86
Mpp4	67.635595258635	1.7949730318776	0.573390512553556	1.84E-05	0.000326064813754
Clstn3	812.504714246712	1.77433421724961	0.241619773222846	8.13E-15	6.23E-13
Tcrg-C1	232.260176037487	1.76916743852205	1.15521519282631	0.000453251106819	0.005360897860609
Gata2	3749.95286373641	1.7659098462428	0.171170431865318	2.38E-26	4.69E-24
Icam4	429.245106270628	1.73750027768641	0.195621125896362	2.86E-20	3.48E-18
Ecm1	231.41010977543	1.73534740797393	0.309394321733979	7.92E-10	3.23E-08
Morc4	122.217877566667	1.72669131358393	0.442082718459103	2.06E-06	4.48E-05
Siglecf	530.691620700919	1.72394673512543	0.252670144652145	3.87E-13	2.32E-11
Pdzk1ip1	1104.77314197008	1.72290437656988	0.15697364217316	2.28E-29	5.61E-27
F13a1	2945.18069853858	1.72107139378232	0.396280001970353	4.03E-07	1.03E-05
Csgalnact1	1331.98023768011	1.70790218324113	0.203200172028789	2.01E-18	2.08E-16
Cd63-ps	142.564910712197	1.69997076387926	0.294978237890121	3.48E-10	1.45E-08
Gm5960	62.6092449703523	1.68935389672947	0.96239607743657	0.000318578574596	0.003996282140835
Abca4	150.581704846461	1.68103489485447	0.615336643912647	4.87E-05	0.000766045950048
Cd55	189.757984831536	1.67258624378675	0.435686317613547	2.70E-06	5.69E-05
Clec7a	87.0641677929041	1.6676102889357	0.910478019495208	0.000281110629895	0.003591157873677
Tnfsf13	124.331598906612	1.66352073006877	0.362517671673702	1.52E-07	4.18E-06
Cnr2	220.950703672063	1.65837493386676	0.335837174452801	3.05E-08	9.50E-07
Scarf1	1124.95643527644	1.64961278561223	0.180660316454161	3.77E-21	5.06E-19
P2ry1	104.064793191241	1.64793473128309	0.398425098123895	9.74E-07	2.28E-05
Mpo	168986.83465732	1.62000408971391	0.246323684751447	2.58E-12	1.41E-10
Jchain	698.804134585977	1.61882832098831	1.87999379090365	0.001092218180836	0.011470234347503
Ctsg	13100.7967139549	1.60828168628378	0.211691633998619	1.78E-15	1.45E-13
Mtus1	405.894859296488	1.58057024599144	0.310476672117707	1.60E-08	5.28E-07
Tgm2	115.597218399821	1.56990193832998	0.708346453067968	0.000147178332792	0.002049228232488
Gp1ba	96.7243632511857	1.55146427259702	0.373296300475659	9.87E-07	2.30E-05
Krt80	413.919527014163	1.54621240472085	0.303148340896831	1.59E-08	5.26E-07
Gm684	115.658280831637	1.54245241046016	0.341179509184352	2.32E-07	6.19E-06
Gm38158	65.6327045408024	1.52427746086754	0.751920595168435	0.000217228632521	0.002907218569478
Lrrc36	94.1816809963218	1.52262860565901	0.322731879355492	1.00E-07	2.85E-06
Myo1d	62.6488317781204	1.52134108390798	0.894836548921435	0.000397133860696	0.004800353258214
Gng11	898.353536812846	1.51481205756665	0.133820765419213	8.58E-31	2.25E-28
Inpp4b	191.868517520395	1.50952842085401	0.318785216040252	9.37E-08	2.68E-06
Tie1	1477.14655223591	1.5059259157022	0.173711546120369	3.37E-19	3.79E-17
Atp1b2	89.6206633259433	1.50520860544553	1.52130063858201	0.001339195953783	0.013722108540322
Slc24a5	115.038982490491	1.49742310692061	0.337410895899928	3.42E-07	8.83E-06
Cd9	2209.51043977762	1.49319857343668	0.112343420593459	2.29E-41	1.04E-38
Cd63	7230.68591469927	1.49126295065038	0.087042768935007	7.74E-67	7.03E-64
Itgb3	231.107713527753	1.49097388776794	0.286571999071122	1.01E-08	3.38E-07
Trim47	907.154055058735	1.48292678601691	0.221252356635962	1.42E-12	7.89E-11
Plscr1	2334.97642207831	1.46935686012774	0.119267501518926	6.50E-36	2.13E-33
Pf4	99.2182365565943	1.46034945281459	0.483281962878833	3.01E-05	0.000501491056209
Muc13	11304.6349474723	1.46019042948668	0.065997308187795	1.80E-109	2.13E-105
Gchfr	91.6741955476676	1.4517107086054	0.301578922565994	6.85E-08	2.03E-06
Tle6	906.853496662793	1.43777445049902	0.177429539094786	4.48E-17	4.13E-15
Acvr1b	1648.71111734379	1.42489786287762	0.184595623559654	9.68E-16	8.16E-14
Sec24d	1107.2354953912	1.42140559737068	0.388581624847389	5.75E-06	0.000112682253654
Rnf125	1185.71245016707	1.40960032348586	0.117928704721703	6.32E-34	1.87E-31
Sdc2	190.705143279809	1.39499799037326	0.638267300006233	0.000179407569939	0.002436970029418
Ptgr1	825.147548601448	1.38278652367632	0.173527487664685	1.41E-16	1.25E-14
Mdga1	1218.76121177456	1.38182369096924	0.156962908967847	1.23E-19	1.41E-17
Tslp	91.2581885204106	1.36376194921598	0.660818728296326	0.000231893530977	0.003054990222827
Phactr1	74.2636679843857	1.35821303528822	0.922279172530468	0.000689085013171	0.007766058231982
Soat2	93.8440783538264	1.3528832393251	0.532503223429521	9.26E-05	0.001352858144147
App	589.388405852642	1.34553363266034	0.137035401098692	9.38E-24	1.61E-21
Tnfsf13os	268.070408626037	1.34147975088501	0.211781804345421	1.72E-11	8.65E-10
Optn	322.579575700766	1.33338390268632	0.291224351308837	2.03E-07	5.47E-06
D630039A03Rik	68.7821432577415	1.33152475988728	1.02351650360862	0.000964613105838	0.010332389384136
Naip2	227.310663777924	1.32585738002669	0.314376647277829	8.80E-07	2.07E-05
P2rx1	1177.2159236832	1.31461059223957	0.170611776143897	1.14E-15	9.45E-14
Gm16194	367.349375233886	1.31147524605026	0.241774808516031	3.40E-09	1.24E-07
Gpx3	81.0856388665148	1.30803789049621	1.0455998691872	0.001079487682473	0.011377029110637
Adgrl2	433.006382447689	1.3061845608134	0.251832785675511	1.16E-08	3.89E-07
Rab40b	78.6787049899512	1.3002502631521	0.677172457911601	0.000320970041129	0.004022006757419
Rapsn	213.210004198691	1.2992667124828	0.374118686840706	1.04E-05	0.000193989497235
Gstt1	170.024841614972	1.29812710085837	0.3554241218531	6.15E-06	0.000119736347077
Mamdc2	332.880675487673	1.28933060025286	0.318171529304931	1.63E-06	3.62E-05
Serpina3g	12141.5330752714	1.284558680134	0.130994261537429	1.07E-23	1.77E-21
Gna14	285.960424844457	1.278666508553	0.579177137348451	0.000190275854276	0.002566875638717
Gm15658	446.955418301336	1.27806560334984	0.239696187642618	5.45E-09	1.91E-07
Ap3s1	2792.95025947375	1.2700247804408	0.166786705393865	2.23E-15	1.78E-13
Atp8b5	84.2604288825118	1.26406077578982	1.10621597175506	0.001368921485904	0.013978156764368
Mpl	6757.66179254405	1.24461928952913	0.131867099249675	3.64E-22	5.57E-20
Aqp1	285.142266539241	1.23975531917258	0.430894560142113	4.86E-05	0.000764432723983
Fut8	8441.58718308031	1.2392609681363	0.070797918165413	1.55E-69	1.52E-66
Clec11a	249.795172656247	1.23852535565305	0.324750972490327	3.70E-06	7.59E-05
Capn3	139.666748581817	1.22747213447642	0.380474327076227	2.09E-05	0.000361477603196
Fam46a	756.686064832661	1.22411905539299	0.187746598155035	4.86E-12	2.56E-10
Slc6a15	121.517926712581	1.22216160101586	0.530153505834386	0.000165133926975	0.002270770298843
Vamp5	5141.74873700087	1.19884579899515	0.093260060206766	8.35E-39	3.29E-36
Prkcdbp	447.100765778144	1.1981892114151	0.21863889032875	2.30E-09	8.67E-08
Rab44	2533.6883389092	1.19017718032698	0.151819255439073	3.53E-16	3.00E-14
Hnmt	717.333367418399	1.18819692252205	0.128280271486318	1.75E-21	2.43E-19
Dio2	259.295518445178	1.18405842312437	0.417670841215495	5.52E-05	0.000858388925693
Gas7	79.5193296995439	1.16901019423027	0.956180420511796	0.001310849448897	0.013490206534241
Tfec	900.293317976398	1.15173229880071	0.219145401926384	7.07E-09	2.43E-07
C530008M17Rik	170.9855260737	1.13393587301278	0.240362687250553	9.60E-08	2.74E-06
Myct1	3227.32094399525	1.1296823032302	0.122701898032763	2.56E-21	3.47E-19
Elovl7	180.380341647357	1.12314524828735	0.288971929598391	2.79E-06	5.85E-05
Ptgs1	1023.77344523409	1.11446686375917	0.164524400294452	7.29E-13	4.30E-11
Otos	1267.10354659554	1.09881904024743	0.177173577003049	2.88E-11	1.41E-09
Gm9855	230.266096811875	1.087188303311	0.238653939358631	1.88E-07	5.11E-06
Als2	1169.96329022663	1.08313852676772	0.142716800249737	1.87E-15	1.51E-13
mt-Tp	72.1981289183752	1.07858380865197	0.765013035877624	0.001036247006507	0.010989990714111
Ppic	1364.68797654641	1.05412771370666	0.149368277725317	8.61E-14	5.67E-12
Gm28809	104.864852059233	1.04832692105943	0.376193652000657	6.60E-05	0.001002488759735
Prkg1	133.665263798793	1.04823329563944	0.513494836817034	0.000324764488344	0.004060932225012
Cc2d2a	121.242256600699	1.04362940177816	0.643726495833798	0.000731439281125	0.008183800260097
Xdh	111.268514100201	1.03154557818657	0.843715872293092	0.001543736415141	0.015416467550186
Hdx	67.2272467842648	1.02831699960715	0.633465786709679	0.000741821765535	0.008275344682021
Igkv1-110	140.156894893857	1.01449257785195	1.76568129966507	0.002162062399001	0.02036790467503
Naaa	223.42404922346	1.01305263759661	0.262493305704522	2.89E-06	6.04E-05
Irak3	1394.05385888752	1.01058275441395	0.134296091430386	2.41E-15	1.91E-13
Pafah2	2425.48825086651	1.00951084174982	0.137569484048977	9.74E-15	7.32E-13
S1pr1	518.213922503371	1.0087133100898	0.208519407858011	4.54E-08	1.37E-06
Cpne2	2741.78729336378	1.00487165922947	0.165620956272592	5.21E-11	2.50E-09
S100a1	1999.0202838828	0.995978401854995	0.087166494103133	1.57E-31	4.42E-29
Pla2g4a	3793.87852218727	0.994210081400755	0.105738741078078	2.52E-22	3.92E-20
Stx11	156.224984619927	0.994081935136035	0.391094798579149	0.000119090380495	0.001685542987252
Emid1	1787.30052354279	0.989956066805477	0.177965365978107	9.79E-10	3.94E-08
9130008F23Rik	217.227965048497	0.985845148438348	0.278305643552315	8.40E-06	0.000159436887842
Hsd17b1	124.8723453962	0.985820405329025	0.412457174627481	0.000166987289108	0.002291997628641
Rbp1	1272.94094761204	0.983734842067225	0.139115388082451	6.25E-14	4.19E-12
Clec4d	356.175625965027	0.977588638935398	0.16161212478554	5.45E-11	2.60E-09
Apln	109.027241611184	0.973489866145789	0.431342547018933	0.000223855471017	0.00297901914305
C1rl	524.670563077237	0.972938612722976	0.179833955097772	2.21E-09	8.37E-08
F2r	1516.7297291705	0.970881989729113	0.152790716357408	7.86E-12	4.12E-10
Gm6768	238.373638926819	0.96402827727219	0.176652210545861	1.67E-09	6.44E-08
Tmem40	2116.94372049397	0.959717763659916	0.13223050493141	1.50E-14	1.10E-12
Prtn3	26395.478633217	0.958219590067014	0.13195164590045	1.45E-14	1.07E-12
Ajuba	102.842306243193	0.955556074869692	0.798716987569695	0.001792395085303	0.017471041772846
Gspt2	277.91920351357	0.954780517494785	0.221618190689415	4.74E-07	1.18E-05
Fcgr2b	1076.16071796789	0.954056945736667	0.201523660642783	6.90E-08	2.03E-06
Stx3	850.545264535759	0.952668094678173	0.222171863267309	5.16E-07	1.27E-05
Acss2	1250.66584211582	0.951638673190813	0.182087020332297	5.74E-09	2.00E-07
Slc6a13	445.196379355638	0.94895199314232	0.189298685980359	1.73E-08	5.71E-07
Ffar2	1164.75549959004	0.943948012619339	0.156029466327595	5.02E-11	2.42E-09
Palld	136.019008395351	0.943609546662257	0.601843464320636	0.000913787387839	0.00986856937425
Tpsb2	45.8579896920454	0.938349626930916	2.01459774160474	0.001415005023707	0.014368213199794
Ptpn12	618.507247837076	0.935501549530864	0.218202029193124	5.10E-07	1.26E-05
Slc18b1	155.006043870234	0.933053344059868	0.455618441156382	0.000358171237933	0.004390294177116
Selm	346.062878541353	0.928663941103293	0.260534690133731	7.75E-06	0.000148829725466
Hemgn	1444.28558620984	0.922721707143585	0.213748933075975	4.46E-07	1.12E-05
Gata3	1103.19610776193	0.919043186268091	0.185524716306176	2.25E-08	7.24E-07
Asb1	202.498043577686	0.918489652416226	0.497582784379095	0.000547075509918	0.006368520038529
Krt18	3194.52406220795	0.916197131358347	0.132968766158473	1.86E-13	1.17E-11
Gclm	4101.76192528542	0.915846392510865	0.185972641273703	2.60E-08	8.16E-07
Adgre5	169.005850387268	0.915049854640531	0.588787744096039	0.000973085896574	0.010404262611557
Angpt1	9432.35614717717	0.914806678575714	0.117818825277242	2.79E-16	2.42E-14
Slc22a3	6853.32754949962	0.910194034024704	0.109846466493795	3.96E-18	3.96E-16
Csgalnact2	2610.08788286045	0.909836858907677	0.157439785347297	2.41E-10	1.02E-08
Fkbp9	1084.97063712269	0.909318405888188	0.14576302245663	1.44E-11	7.37E-10
Gnb4	1608.72704865929	0.896090248801482	0.11828464478811	1.16E-15	9.53E-14
Aif1l	183.685064670635	0.893292948246679	0.284526501516394	2.82E-05	0.000475679190804
Mctp1	3075.13213593457	0.893140561966236	0.121086677006881	5.23E-15	4.06E-13
Nceh1	2783.4119571973	0.887605656283626	0.133184185501518	8.36E-13	4.89E-11
Arhgef28	357.640073765316	0.88476879744716	0.390030120613087	0.000235782494937	0.003095858253877
Hk3	6330.87746685188	0.883656735017442	0.143217447531266	2.13E-11	1.05E-09
Ankrd29	128.146106617463	0.872700001608844	0.438655726752905	0.000429668420621	0.005138607940236
Itga6	1219.81905220745	0.85446448101241	0.172486459052883	2.15E-08	6.94E-07
Slc41a3	304.626894504416	0.84956510794429	0.3126937476334	8.71E-05	0.001285456792992
Cd59a	422.686210834949	0.849284457616681	0.269398063547777	2.78E-05	0.000470153092093
Pim2	2228.3859204211	0.843837132906998	0.150868121687236	6.68E-10	2.74E-08
Plscr4	516.722378841945	0.840580165154685	0.245099935327642	1.22E-05	0.000223754246224
D130058E05Rik	542.172786362956	0.838981990347128	0.177662453417923	6.76E-08	2.00E-06
Rab20	177.452868754289	0.836073598052509	0.37942309012839	0.000284323562898	0.003620448043632
Parm1	86.860577957306	0.835762704702225	0.791441412728779	0.002765824553932	0.024650183887451
Rasgef1b	553.581268764182	0.83561460840334	0.194585510477328	4.80E-07	1.20E-05
Zfp111	614.045846194779	0.834492371432663	0.26294971757702	2.64E-05	0.000449500695184
Cd200r1	524.113758139296	0.832099181539639	0.227190796066232	5.65E-06	0.000110985426727
Rec8	730.187809381375	0.829237190681547	0.312194474549385	0.000102606070552	0.00148426722647
C1qtnf6	504.206094102488	0.818560325486642	0.190739941332891	4.89E-07	1.22E-05
Nhsl2	247.342954045455	0.813472967558623	0.421192625793198	0.000518256976108	0.006062938895916
Tgm1	185.816793217216	0.811216763797521	0.352024194751836	0.000234164527704	0.003078037956591
Dstn	2132.79547465527	0.81066360009265	0.151733666046183	2.75E-09	1.01E-07
Nkg7	14755.9877935148	0.806463406243262	0.158262254558701	1.04E-08	3.48E-07
Gja1	552.298381293267	0.80369151096297	0.248474302258293	2.26E-05	0.000389163696447
Vamp8	15183.1769112331	0.800204988346277	0.072954337840306	1.52E-29	3.81E-27
Mc5r	1861.18689862429	0.799270990997232	0.150329854944573	3.19E-09	1.17E-07
Fam110c	75.7420780283535	0.794472644837073	1.0280142127166	0.004826620950721	0.038626056747332
Rab38	5832.33217371331	0.793322601801116	0.10687132423816	3.39E-15	2.65E-13
1700020L24Rik	150.578020875067	0.791378031084209	0.455737250385856	0.000795829844517	0.008746718328379
Sept8	348.78915155982	0.786309698618254	0.249771013152425	2.95E-05	0.000493899971331
Zfp385a	1032.87766535994	0.778594723773933	0.16499822719089	7.13E-08	2.09E-06
Hgf	1027.3294737503	0.773696921575002	0.149402471697202	6.92E-09	2.39E-07
Gm14005	106.421375801545	0.77237539183945	0.409938408711007	0.000601937661433	0.006925216525886
Dapk1	670.36548525577	0.76991514557508	0.358638335149014	0.000346331315742	0.004262872628805
Prodh	2705.41350657924	0.767719855232289	0.12890460761042	8.12E-11	3.79E-09
Scin	135.740586366146	0.763328141879547	0.729383559340715	0.003185015392885	0.027562992446931
Ankrd27	3916.86925397376	0.762881725617734	0.133924197605691	3.87E-10	1.61E-08
Itk	82.7548941227329	0.761725656278919	0.655435944728982	0.002583181300297	0.023419256581185
Galnt6	3972.40075856023	0.760446522657973	0.13679314100111	8.61E-10	3.49E-08
Gulp1	183.319150489078	0.760010420850973	0.348416224774485	0.000325394874251	0.004064509095941
Cox6b2	1115.83241861707	0.760001037693373	0.106177946662227	2.56E-14	1.80E-12
Heatr5a	2285.21817513235	0.753857755500853	0.116759906377274	3.43E-12	1.82E-10
Fkbp11	527.160941387803	0.741466147455807	0.300949190339167	0.000177395858271	0.002418825677642
Pde4a	2329.44732022717	0.729731824502825	0.157018446618882	1.09E-07	3.04E-06
Mcpt8	1163.44084776911	0.729157141119846	0.181255592506598	1.65E-06	3.66E-05
BE692007	189.406106056759	0.728810059167706	0.371393775509798	0.000542147068817	0.006323620553669
Klf9	527.677747728312	0.722866801841655	0.441105088552834	0.001071541860998	0.011320564664033
Cd274	831.919563874095	0.720103973189202	0.158578343860503	1.82E-07	4.98E-06
4930556M19Rik	99.1894807772334	0.717932990993934	0.4276166971017	0.00099417922871	0.010591418425714
Frrs1	3142.50224613935	0.716260014875363	0.11038773821506	3.07E-12	1.64E-10
Tom1l1	727.929583779375	0.710450157715909	0.187200005645327	4.04E-06	8.21E-05
Sh3d19	342.810675032217	0.705082646651821	0.252013420757441	8.36E-05	0.001244970823894
Itm2a	1242.12253588316	0.700879569387241	0.15637687357843	2.50E-07	6.62E-06
Rgcc	1284.21434684628	0.68868232696566	0.257226120241074	0.000115648984126	0.001648614262994
Ms4a6c	2326.95154655364	0.687169834820034	0.187362328971784	6.64E-06	0.000129002218661
Lss	571.258063613113	0.682439327379417	0.2244141503375	4.59E-05	0.000729369770311
Ndrg1	4369.69267018469	0.681412127210925	0.166647697904019	1.40E-06	3.14E-05
Ralgps2	1501.4706669746	0.679740116850891	0.138233498355817	3.32E-08	1.03E-06
Alas1	6591.95562765683	0.679512347742814	0.302314178493321	0.000316050448174	0.003973013301643
Mpzl1	561.627448416496	0.676191337925143	0.184396978620969	6.81E-06	0.000131827449745
Gse1	633.031468071012	0.670284257911758	0.353280134266417	0.000680862979793	0.007705567222887
Il11ra1	3903.08422755514	0.669596781537566	0.101175722728616	1.55E-12	8.56E-11
Pdlim1	2143.31691613426	0.667344078419684	0.088565390119226	2.12E-15	1.70E-13
Asap1	2550.8206702895	0.665356716210352	0.122732543859037	2.45E-09	9.16E-08
Hvcn1	500.86931327712	0.664821650249042	0.291493182475432	0.000301183694654	0.003806394359421
Clec1a	58.7072648142799	0.660336829781243	0.773645881424859	0.005474711233223	0.042712155582926
Foxd2os	513.937025532742	0.660067701858923	0.199283535130891	2.21E-05	0.00037967372887
Gatm	5248.70031453846	0.659732198524683	0.093342717113278	7.05E-14	4.67E-12
Ttc39b	249.295604695895	0.658799054404625	0.372182587627657	0.000906030439613	0.0098117278066
Stat5a	3668.71195251444	0.657321360187056	0.082328398242523	6.49E-17	5.94E-15
Gm10080	738.080747197516	0.654350550698254	0.138263158607882	8.91E-08	2.57E-06
Tlr12	299.148662551601	0.653888018838145	0.465647719869603	0.001941154523123	0.01868954974791
Ikzf2	2595.34369399473	0.653391111631986	0.213785192901109	4.65E-05	0.000736841385589
Lrrc66	114.639880479586	0.651598687493394	0.588361155939733	0.003518363945943	0.029813903817597
Il15	1476.85227317441	0.648764216691146	0.158518276648437	1.50E-06	3.36E-05
Slc28a2	2731.87370023664	0.646368923744523	0.119047028884532	2.52E-09	9.33E-08
Pbx3	90.8874144123747	0.646027002116926	0.488422521776053	0.002323908835361	0.021531726760287
Rassf4	1696.1794645782	0.641476743417647	0.141193820396495	2.25E-07	6.01E-06
Hspa12b	289.125338355178	0.641064991693046	0.321166850661072	0.000581801993614	0.006726337642136
Hk1	8917.5419527964	0.6392555611936	0.147581950386999	5.75E-07	1.39E-05
Spns2	2365.66113173398	0.638619897165706	0.102761868019911	2.48E-11	1.21E-09
