motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
../../LFS/genomeData/JASPAR_motifs.meme	MA0004.1	16_36821549_36821865	232	1.25875	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0004.1	9_3001975_3002311	11	1.18967	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0004.1	11_68126005_68126398	324	1.06364	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0004.1	11_61309855_61310247	122	1.02513	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0004.1	9_3014033_3014426	7	1.01739	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	7_125625988_125626166	359	16.8938	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	4_40875802_40876241	286	12.5289	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	11_6481048_6481326	363	10.6186	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_105803261_105803762	205	7.01591	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	8_94179717_94180394	1	6.05041	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	8_120571686_120571975	152	6.00152	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3022399_3022627	13	5.81124	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	13_58197915_58198307	213	5.11523	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3029719_3029872	40	5.01469	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	16_30145492_30145918	341	4.66957	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	10_118978319_118978607	335	4.52857	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	6_90660974_90661467	323	4.39101	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3009894_3010047	33	4.25746	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	11_88595630_88595875	227	4.19447	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3023509_3023670	9	4.03659	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	6_58998967_58999475	188	3.94794	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	6_145020511_145020984	160	3.73522	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3023867_3024269	10	3.71237	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	15_59714502_59714867	458	3.57926	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3013175_3013610	19	3.42663	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	5_123333643_123334123	247	3.42216	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	7_82029636_82030108	144	3.3744	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	7_16784505_16784922	313	3.36979	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	7_132697310_132697796	66	3.05348	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3020126_3020630	12	2.95138	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_83385165_83385656	128	2.87414	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	11_46127610_46128291	143	2.76953	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	19_61225885_61226604	21	2.71369	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3024919_3025198	14	2.69268	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	7_16055673_16055917	73	2.51083	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	19_10469247_10469676	400	2.47835	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	6_87504019_87504300	429	2.45407	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	9_3006641_3006949	17	2.43383	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	6_114778671_114779013	136	2.42422	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	17_35027344_35027944	424	2.40143	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	15_67039440_67039905	322	2.37706	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	13_9834232_9834509	32	2.35112	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	5_148908110_148908580	138	2.299	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	12_3917708_3918224	126	2.25901	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	2_73867821_73868110	28	2.25173	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	5_31084037_31084339	298	2.24655	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	16_95815407_95815657	426	2.22508	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	8_117348484_117348700	235	2.21217	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	10_4261422_4261811	112	2.17694	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0259.1	18_24671490_24671787	35	2.17353	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	19_61225885_61226604	21	13.5948	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	15_76770383_76770822	343	12.5906	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	4_87830846_87831379	233	9.84496	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	7_99795295_99795731	425	5.31046	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_3029719_3029872	40	4.66399	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_3029484_3029634	41	4.61338	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_3006641_3006949	17	4.3644	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	11_117092734_117093117	428	3.59532	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	12_105597126_105597525	266	3.42617	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	17_45631959_45632328	277	3.23336	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	6_71934224_71934576	355	3.20876	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	6_115909929_115910318	348	3.09577	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_3031172_3031396	27	3.02419	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	11_54733451_54733926	433	2.9484	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	17_31259242_31259595	310	2.71396	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_3020126_3020630	12	2.66873	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_3020826_3021097	8	2.62503	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	4_149132183_149132611	211	2.6072	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	11_99167998_99168465	270	2.43528	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	5_123326807_123327295	56	2.37047	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_3001975_3002311	11	2.10642	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_51213092_51213745	111	2.08636	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	4_49285326_49285679	175	1.9987	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_3014033_3014426	7	1.79537	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	19_44376514_44376918	83	1.74309	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	13_112578103_112578398	18	1.59229	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0604.1	9_124422667_124424398	49	1.53842	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3023509_3023670	9	728.069	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3029484_3029634	41	39.486	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3029719_3029872	40	38.6179	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3006641_3006949	17	36.6583	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3031172_3031396	27	25.6378	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	7_16784505_16784922	313	21.1731	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3020826_3021097	8	20.9694	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3001975_3002311	11	17.0094	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	3_104565481_104565937	401	16.8419	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	8_94377913_94378194	417	16.6684	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3022399_3022627	13	15.4606	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	10_60193638_60194213	268	14.6929	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0833.2	9_3014033_3014426	7	14.4678	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	17_31753276_31753850	104	14.4456	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	19_57123544_57124198	454	10.0108	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	5_35313365_35313681	201	6.13167	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	7_82029636_82030108	144	5.5129	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3023509_3023670	9	3.95561	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	8_80923711_80924264	153	2.84676	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3009894_3010047	33	2.31158	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	5_118681971_118682428	184	2.17387	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3013175_3013610	19	2.00172	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	17_88581524_88581887	282	2.00021	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3024919_3025198	14	1.84075	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	11_68126005_68126398	324	1.72684	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_107994444_107995133	391	1.71178	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	14_74921968_74922331	366	1.6753	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3023867_3024269	10	1.66454	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3006641_3006949	17	1.61103	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	2_160742176_160742498	290	1.57129	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	1_127514498_127514957	229	1.54709	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3022399_3022627	13	1.53166	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3014033_3014426	7	1.51732	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3020126_3020630	12	1.47036	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3003316_3003586	15	1.44158	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3020826_3021097	8	1.40344	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0102.4	9_3001975_3002311	11	1.39442	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	1_127514498_127514957	229	4.41046	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	9_3006641_3006949	17	2.69606	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	9_3029484_3029634	41	2.65139	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	9_3029719_3029872	40	2.63597	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	9_3031172_3031396	27	1.77497	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	9_3020826_3021097	8	1.56788	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	17_12161448_12161666	303	1.537	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	9_3001975_3002311	11	1.30932	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	11_95026035_95026466	291	1.28508	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	11_61309855_61310247	122	1.16192	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	9_3014033_3014426	7	1.15	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	19_57123544_57124198	454	1.10848	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	2_118544226_118544680	409	1.08649	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0466.2	9_3020126_3020630	12	1.05321	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	1_127514498_127514957	229	4.05855	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	9_3006641_3006949	17	3.86904	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	9_3029719_3029872	40	3.65862	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	9_3029484_3029634	41	3.63861	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	9_3031172_3031396	27	2.48605	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	9_3020826_3021097	8	2.27711	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	17_12161448_12161666	303	2.09275	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	9_3001975_3002311	11	1.95664	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	9_3014033_3014426	7	1.72773	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	19_57123544_57124198	454	1.70597	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0837.1	9_3020126_3020630	12	1.67984	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3023509_3023670	9	478.768	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3029484_3029634	41	42.964	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3029719_3029872	40	42.0273	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3006641_3006949	17	39.8255	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	3_104565481_104565937	401	36.0146	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3031172_3031396	27	27.8592	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3020826_3021097	8	22.8183	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3001975_3002311	11	18.3831	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	17_31753276_31753850	104	17.2408	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3014033_3014426	7	15.6696	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA1636.1	9_3020126_3020630	12	12.196	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	7_99795295_99795731	425	1125.65	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	19_61225885_61226604	21	1117.47	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	15_76770383_76770822	343	101.205	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_124422667_124424398	49	97.0022	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	12_105597126_105597525	266	35.436	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	11_54733451_54733926	433	30.3517	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	6_70872139_70872488	177	30.2429	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	6_115909929_115910318	348	7.06918	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_3029484_3029634	41	3.54722	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_3029719_3029872	40	3.4723	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_3006641_3006949	17	3.32029	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	12_36046095_36046716	372	2.44682	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_3031172_3031396	27	2.31485	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_3020826_3021097	8	1.89641	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	16_4029293_4029711	120	1.75981	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_3001975_3002311	11	1.51915	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	3_108166489_108166787	304	1.34388	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	11_97999318_97999587	311	1.33426	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_3014033_3014426	7	1.29247	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	6_90808977_90809253	402	1.28596	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	8_126847563_126848086	262	1.18575	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0840.1	9_3020126_3020630	12	1.03537	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0879.1	6_87504019_87504300	429	5.91229	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0879.1	19_11266094_11266434	297	5.58876	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0879.1	4_94744936_94745184	5	5.30378	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0879.1	3_108166489_108166787	304	5.24652	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0879.1	10_128438804_128439289	107	4.36732	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0879.1	8_126529304_126529736	302	4.1792	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0879.1	11_98491601_98491932	394	4.05558	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0879.1	13_112578103_112578398	18	3.90555	tp
