Row.names	baseMean	log2FoldChange	lfcSE	pvalue	padj
Klhl17	348.224547858568	0.26146714043642	0.273746140884953	0.00140463461325195	0.0841639947960712
Lgals1	6770.88032963294	0.670977357951502	0.156841470301179	4.98146466277075e-07	0.00039200805919564
Ly6a	1680.6974560336	0.26970782733604	0.192357414685056	0.000625648842577433	0.0505730098824567
Ly86	619.974606625664	0.456879258515283	0.375904081202238	0.000179306795894495	0.023353331095389
Mast3	1714.34440075411	-0.511937393246836	0.202270132348261	3.99135603395108e-05	0.00981540971349137
Mgst2	736.14700101313	0.736553909005721	0.231602664847246	4.19572355628378e-06	0.00235839623135113
Mpeg1	1643.68057773055	1.00558167893553	0.245552048242524	2.97999654811942e-08	3.51758792540016e-05
Ms4a6b	1981.21195584863	0.414691809796721	0.228656198203367	0.000180277295720355	0.023353331095389
Ms4a6c	2326.95154655364	0.614417375763884	0.184634628288066	6.78062966300465e-06	0.00320154210168427
Msi2	2989.42585951755	-0.417345938260548	0.218222089149756	0.000150389306577829	0.0213878960824662
Mt1	2673.67665176904	2.85000158416866	0.285092370555431	1.50691262298292e-23	1.77875966016904e-19
Npc2	11989.270673576	0.161314416986363	0.103727631113286	0.000669327155040989	0.0530250854906298
Pear1	2470.6333404208	-0.231606244095675	0.207019410092544	0.00144902769118125	0.0859513711894645
Peg13	3112.95055448201	-0.471127430005528	0.191126238669125	4.95066233759875e-05	0.0116875236466031
Plac8	39170.2873272427	0.43734452576649	0.181067888448885	5.66268549325623e-05	0.0125999813618634
Prkd2	1875.45015212213	-0.444624437367751	0.183259170576263	5.51552285635611e-05	0.0125202368839284
Psmb8	24984.1551387803	0.178033146084264	0.101259112013498	0.000286316554663525	0.0312933389930393
Ptk2b	2780.03070766127	-0.503036067973804	0.101033449465572	7.14325028716235e-08	7.0265771991387e-05
Rab7b	319.730272528379	0.599312620854656	0.30994678302525	5.08673603756406e-05	0.0117733004289032
Relb	261.383797782649	-0.404101419356661	0.26911833276692	0.000301669858955539	0.032080279415416
Rfx1	662.818494692084	-0.557580334098098	0.289543895830521	7.11906409905793e-05	0.0140117424119085
Rgs12	1221.8504015743	-0.280662181270737	0.15418126219359	0.000196517189435732	0.0244177779378882
Sbf1	2766.73422554078	-0.780954353809627	0.176857138297302	1.36964794922108e-07	0.000115480888518611
Sfxn1	9318.71214531836	0.144637520074834	0.0987564869586238	0.0011520924955696	0.0755516656539086
Sipa1	4307.26209258944	-0.461259468677434	0.198138259872874	6.45055176344773e-05	0.0138440569119522
Slc4a8	450.602195378246	0.334942800854909	0.283565267191523	0.000660925570974764	0.0527132799985548
Slpi	868.595192895748	0.724231580619039	0.322432862442415	1.40836636483966e-05	0.00507377762217745
Ssr1	19315.7547214635	0.186573917811081	0.0643301506048638	4.17780799228091e-06	0.00235839623135113
Stom	1915.43537785186	0.24903150586588	0.193382697411047	0.000891839329776772	0.0649831570906482
Timm23	4960.65864564091	0.117495950779979	0.0551685637607157	0.000620160110469557	0.050485309958501
Tmem119	452.772913640919	0.265825209224996	0.284893330576087	0.00132003588384895	0.0807273497926055
Tyrobp	3037.52756488913	0.580660812932817	0.151204420063957	2.54086844893183e-06	0.00166624506506618
Vasp	4626.55953370477	-0.502526946739271	0.191511549768864	3.49478945209538e-05	0.00916433705181183
Xlr3b	405.458043460473	-0.812215255545476	0.325637926037436	5.29262546727776e-06	0.00271626743546725
