24h_1	24h_2	72h_1	72h_2	proB_1	proB_2
Mthfsd	1024.1	1058	1221.4	1193.7	1274	1374.1
Cox4i1	11364.1	10834.4	13006.5	11558.7	11595.9	11319
Emc8	2387	2457	2295.2	2299.2	2037	2189
Babam1	2948.7	2916.2	3359.7	3448.8	3429.2	3353.5
Gins2	2244	1970.7	2384.3	2036.8	1829.7	1910
Gse1	5135.2	5899.8	3324.5	4033.4	7768.6	6559.7
Zdhhc7	1268.3	1189.1	1402.4	1383.6	1596.4	1703
Usp10	4615.3	4628.2	4861.4	4757.1	4113.4	4521.7
Cotl1	6033	5378.8	5592.8	4749.2	1984.1	1960
Klhl36	292.5	292.4	208.8	249.7	119.2	119.4
Taf1c	1156.8	1147.9	1121.2	1116.3	955.8	1018.4
Mast3	3910.6	4204.6	3294.8	4180.3	3376.3	3375.5
Pik3r2	5014.5	5372.2	3010.8	3636.8	1776.8	1588.5
Mbtps1	5036.8	5343.2	4418.7	4721.8	4815.2	4638.7
Ifi30	340.7	339.2	219	356.4	560.8	490.9
Hsbp1	1990.6	1980	1785.7	1822.3	1737.4	1776
Rab3a	212.6	138.7	156.8	132.2	500.7	314.3
Cdh13	1699.1	1813.2	642.2	1283.8	29	28
Pde4c	1008.3	1014.8	602.3	708	912.2	702.9
Mphosph6	1186.6	1017.7	1307.7	1082	1185.9	1115.8
Lsm4	3728.6	3544.9	4405.7	4148	4160.1	3828.6
Ntpcr	419.7	401.1	541.1	447.5	373.2	454.4
Mau2	4257.8	4382.7	3704.1	4063.8	3924.7	3876.1
Pbx4	198.7	268	144.8	263.4	150.3	138.9
Lpar2	673.1	689.7	542	714.8	385.6	352
Atp13a1	5078.6	5286	4781.6	5178.1	4871.2	4982.2
Ints10	2373.1	2428.9	2681.3	2482.3	2372.9	2358.3
Dctn1	4503	4696.6	4465.1	4758	4575.7	4827.5
Cmtm3	124.4	153.7	153.1	153.7	90.2	116.9
Nae1	1292.4	1196.6	1441.3	1421.8	1424.3	1592.1
Fam96b	591.4	572.5	716.5	641.4	717.4	684.6
Rrad	87.3	115.3	130.9	95	32.1	26.8
Cbfb	6170.4	6159.4	7141.8	7279.5	8913.1	9099.5
Tradd	835.6	830.2	913.3	901.9	951.6	908.7
D230025D16Rik	1544	1544.3	1437.6	1480.6	1459.6	1391.1
Psmb10	1675.8	1539.6	2043.7	1970.2	1715.6	1773.6
Dus2	495.8	422.6	512.3	517	516.2	465.3
Nfatc3	8753.4	8721.3	8798.4	8407.6	9949.7	10262.8
Pla2g15	988.8	916.5	959.7	986.1	513.1	532.3
Slc7a6	4747.1	4548.5	4872.6	4722.8	4433.7	4505.9
Zfp90	378.8	421.7	343.4	382.9	421.9	426.3
Vps4a	1419.6	1413.1	1562	1528.6	1635.8	1643.3
Cog8	1623.8	1613.6	1569.4	1766.5	1719.8	1551.9
Nip7	2493.8	2351.1	2780.6	2590	2279.6	2366.8
Mtmr2	2843.8	2910.5	2801	2722.2	2895.3	2851.7
Terf2	2494.7	2561.9	2264.6	2439.2	2746.1	2751.8
Cep57	2166.1	2090.6	2363.9	2242.4	3046.7	2727.4
Cyb5b	13118	13372	12711.3	13193.1	9332.9	10111.8
Maml2	94.7	91.8	95.6	79.3	482	399.5
Mre11a	2816	2878.7	2960.7	3079.7	2831.1	2940.6
Wwp2	2987.7	3349.1	2920.7	3144.3	3383.6	3222
Ankrd49	1774.3	1737.3	1848.8	1803.7	1534.2	1548.3
Panx1	2217.1	2224.6	2086.4	2243.4	1880.5	2058.7
Med17	2825.3	2799	2888.3	2977.8	2473.4	2606.8
4931406C07Rik	1126.2	1094.5	922.5	892.1	616.8	589.6
Taf1d	2695.3	2540.4	3574.1	2830	3528.7	3081.9
Kars	9803.4	8865.6	10367.9	9648.3	8248.6	8858.3
Adat1	584	618.5	548.5	591.4	444.7	458
Gabarapl2	1214.4	1184.5	1134.1	1054.6	1061.5	969.6
Tmem170	108.6	120.9	90	118.5	123.4	140.1
Cfdp1	2900.5	2643.5	3122.1	2728.1	2805.2	2757.9
Wdr59	1203.3	1298.8	1016.3	1103.6	1267.8	1251
Aars	11438.4	11273.9	13813.9	12600.6	11216.5	11992.6
Afg3l1	3306.2	3172	3674.4	3504.6	2794.8	2941.8
Acad8	1069.6	1035.5	975.4	1023.3	715.3	678.5
Ccsap	429.9	444.2	431.6	453.4	577.4	500.7
Abcb10	1286.8	1480.6	1085	1341.5	405.3	470.2
Urb2	3539.2	3530.9	3599.2	3549.7	3201.2	3321.9
Cog2	1613.6	1661.4	1653.9	1550.1	1702.2	1768.7
Arv1	215.4	239.9	233.9	265.4	301.7	281.4
2310022B05Rik	920.1	1082.3	809.3	1084	838.6	863.7
2810004N23Rik	1613.6	1488.1	1679.9	1664.7	1070.9	1162.1
Gnpat	4126.9	4212.1	3915.7	4289	3313.1	3479
Sprtn	1093.7	1013.9	978.2	954.7	1013.8	1035.4
Egln1	2856.8	2895.5	3220.5	2953.3	6127.6	5538.9
Vps26b	3225.4	3298.5	2848.4	3133.5	2212.2	2097.6
Snx19	1501.3	1735.5	1183.3	1706.8	1164.2	1265.6
St14	461.4	531.3	481.7	637.5	370.1	383.7
Aplp2	3079.6	3443.7	2827	2740.8	4228.5	4183.1
Birc3	1104.8	1162	1172.2	1058.5	1244	1209.6
Dcun1d5	3917.1	3497.1	4451.2	3822.9	4812.1	4730
Sesn3	1442.8	1500.2	1439.5	1618.7	3905	3807.9
Usp2	439.2	385.1	348	310.4	102.6	95
Thy1	9926.9	13375.7	4484.6	10319	1446.1	1662.8
Oaf	1837.4	1976.3	1459	1641.2	735	410.5
Sc5d	1391.7	1465.6	1601	1434.6	1863.9	1829.6
Ubash3b	478.1	446	529.9	487.7	310	252.2
Rexo2	2256.1	1937.9	2453.9	2190.5	1527	1633.5
Cul5	2494.7	2553.5	2491	2502.9	2260.9	2238.9
Ets1	3860.5	4245.9	3292.9	4474.1	19197.6	18094.3
St3gal4	1295.2	1170.4	1414.4	1221.1	1006.6	1112.2
Dcps	2149.3	1871.3	2139.3	2053.4	1970.7	2234.1
Tirap	247	295.2	300.7	230.1	134.8	103.5
Srpr	5788.8	5838.9	5662.4	5491.5	3988	4093
Rpusd4	1109.5	1080.4	1074.7	988	989	981.8
Abhd12	1232	1206	1466.4	1410.1	1573.6	1511.7
Acat1	4613.4	4460.4	4551.4	4601.4	4292.7	4458.4
Rdx	8060.7	8398	8808.6	8806.1	8586.5	8910.7
Fdx1	514.4	490.1	519.7	497.4	328.6	389.8
Pou2af1	688.9	250.2	1158.3	639.4	20298.5	20049.4
Ppp2r1b	3529.9	3507.4	3793.2	3893.4	2936.8	3320.7
Alg9	924.7	894.9	1006.1	882.3	1147.6	1146.3
Bco2	240.5	190.2	163.3	129.3	36.3	47.5
Pts	2066.7	2145	1874.8	1876.2	1369.4	1320.5
Plet1	434.5	348.6	751.8	383.9	145.1	65.8
Bud13	976.7	968.9	1019.1	988	1086.4	1114.6
Zpr1	2912.5	2827.1	3257.6	3030.7	2837.3	2957.6
Apoa4	186.6	234.3	106.7	96	1	0
Bace1	2399.1	3254.4	1223.2	3129.6	340	964.8
Il10ra	631.3	541.6	1003.3	883.3	1147.6	1804.1
Mpzl2	55.7	13.1	31.6	8.8	2566.7	1743.2
Arcn1	10731	10798.8	10623.1	10898.7	9665.7	10204.4
Ddx6	17329.4	18785.4	15391.7	17114.8	16962.6	17045.4
Pus3	1250.6	1186.3	1053.4	1020.3	994.1	976.9
Trappc4	1722.3	1689.5	1771.8	1721.5	1591.2	1579.9
Chek1	2764	2602.2	2915.2	2772.2	2410.2	2539.8
Slc37a4	819.8	944.6	775	882.3	1167.3	1007.4
Hyou1	10645.5	11922.3	11059.3	12748.5	5003.9	5727.7
Stt3a	8849.9	8988.4	8981.3	9167.5	7207.8	7575.6
Hinfp	979.5	968.9	762	836.3	1087.4	998.9
C2cd2l	865.3	838.7	930	891.1	1551.9	1569
Slc37a2	122.6	100.3	200.5	162.6	364.9	398.3
Dpagt1	1617.3	1586.5	1827.4	1724.4	1695.9	1693.2
Hmbs	2132.6	2014.7	2485.5	2217	1386	1408.2
Vps11	2166.1	2059.7	1962	2064.2	1870.1	1882
Mcam	84.5	130.3	54.8	217.4	16.6	25.6
Pin1	2170.7	1976.3	2437.2	2208.1	2155.2	2295
Tyk2	2218.1	2407.3	2272	2350.1	1636.9	1588.5
Pde4a	1537.5	1375.6	1431.1	1105.5	469.6	374
Ilf3	8590	8726.9	8735.3	9088.2	8351.2	8943.6
Tmed1	616.5	636.3	667.3	694.3	452	460.5
Yipf2	596.1	669.1	413	532.7	511.1	445.8
Carm1	4073.1	4088.4	4548.6	4534.8	3201.2	3609.3
Smarca4	17150.2	17493.2	18138	18781.5	42307.5	38710.1
Gnb5	159.7	190.2	133.6	151.8	81.9	47.5
Ldlr	6208.5	6770.3	4409.4	4928.4	4450.3	4766.6
Kank2	900.6	1003.6	537.4	699.2	160.7	152.3
Polr2m	5502	5637.4	5574.2	5529.7	5961.7	5900.7
Rab27a	3766.7	4226.2	3712.4	4894.2	1403.6	1612.8
Aqp9	90.1	98.4	76.1	108.7	2.1	4.9
Sltm	5195.6	5166.1	5290.2	5310.3	5331.5	5648.5
Rsl24d1	2397.2	2095.3	2492.9	2518.6	1966.5	2090.3
Nedd4	44320.2	47826.1	34932	40019.8	23768.2	23683.1
Rnf111	2572.7	2685.6	2022.3	2296.3	2245.4	2259.7
Ccnb2	5218.8	4912.1	6047.5	5732.4	8228.9	7792.4
Myo1e	1278.5	1741.1	844.6	1686.2	347.3	391
Mns1	947.9	883.7	1357.8	1090.9	1967.6	1908.8
Tcf12	6406.3	6756.3	6582.1	6837.9	9455.2	8993.5
Anxa2	679.6	809.6	890.1	778.5	113	272.9
Cgnl1	335.2	694.4	170.8	567	52.9	21.9
Ice2	1492.9	1604.3	1314.2	1610.8	1339.3	1343.6
Rp9	2446.4	2268.6	2451.1	2327.6	3002.1	2756.7
Fem1b	4102.8	4228.1	3934.2	4243.9	4875.3	5425.6
Cln6	1707.4	1910.7	1767.1	1761.6	1204.6	1153.6
Anp32a	10429.2	9715.5	11766.5	10111.4	14864.4	14335.1
Irak1bp1	342.6	337.3	312.8	303.6	291.3	258.2
Glce	1389	1493.7	1205.6	1326.8	939.2	917.3
Phip	5356.2	5985.1	5499	5860.6	10295.9	9921.8
Kif23	6979.1	6568.9	8069.9	6843.8	7563.4	7325.9
Lca5	223.8	272.7	233	263.4	620.9	568.9
Sh3bgrl2	60.3	84.3	44.5	76.4	450.9	467.8
Bckdhb	389	370.1	426	404.4	337.9	346
Zw10	1999.9	2000.6	2332.3	2122	3260.2	3085.5
Usp28	1671.2	1636.1	1489.6	1615.7	1625.5	1614
Paqr5	638.8	678.4	325.8	433.8	39.4	43.9
Idh3a	4334.9	3961.9	5629.9	5292.7	4070.9	4425.5
Tle3	9533.3	9649	7558.5	7594.8	8412.4	8194.4
Acsbg1	73.3	56.2	139.2	110.7	800.3	814.9
Imp3	2420.5	2372.7	2528.2	2191.5	2675.6	2621.4
Ptpn9	1497.6	1460	1456.2	1532.5	1854.6	2080.6
Ireb2	6002.4	6069.4	5634.5	5753.9	6072.7	6274.6
Pkm	40672.3	42007.9	46677.2	45009	143522.3	140606.3
Man2c1	2678.6	2906.8	3042.3	2940.6	2800	2740.8
Neil1	381.6	365.5	336.9	379.9	1860.8	1536.1
Commd4	1394.5	1351.3	1282.6	1366	1458.6	1291.2
1700017B05Rik	3532.7	3703.3	3620.5	3939.4	4465.9	4602.1
Psma4	5604.1	5028.3	6451.3	5759.8	5425.8	5397.6
Fam219b	728.8	719.7	656.2	650.2	665.5	680.9
Mpi	777.1	722.5	813	797.1	919.5	885.6
Ube2q2	1068.6	1132	992.1	1072.2	940.2	1009.8
Ulk3	662	631.6	620.9	686.4	1081.2	827.1
Fbxo22	1427	1458.1	1567.6	1517.8	1104	1093.9
Csk	6492.6	6911.8	7146.4	8139.3	9517.4	10523.5
Etfa	3768.6	3769.8	3903.6	3815	3397.1	3496.1
Clk3	2866.1	3043.6	2903.1	2814.3	4220.2	3974.8
Rcn2	2238.5	2294.9	2039	2060.3	1858.7	1743.2
Pstpip1	1696.3	1587.4	1596.3	1675.4	1199.4	1137.7
Tspan3	2524.4	2634.1	1917.5	2231.6	1261.6	1201.1
Stra6	97.5	206.2	25.1	39.2	0	0
Tmem30a	3534.6	3646.1	3622.4	3727.9	4182.9	4005.2
Hmg20a	2543	2829.9	2239.5	2442.2	2235	2150
Cox7a2	4412	3812	4900.4	4440.8	4924.1	4598.5
Col12a1	11.1	3.7	218.1	20.6	64.3	92.6
Stoml1	462.4	460.1	383.3	394.6	874.9	869.8
Nptn	2701.8	2516	3173.2	2883.8	2622.7	2768.8
Mto1	1166.1	1181.6	1241.8	1238.7	760.9	845.4
Mb21d1	1567.2	1542.4	1121.2	1479.6	44.6	97.5
Elovl5	4753.6	4869.9	4644.2	4802.1	5264.1	5334.2
Gclc	5205.8	4914	6485.6	5409.2	5197.7	5318.4
Lrrc1	505.1	496.6	586.6	539.6	570.2	629.8
Tmed3	1516.1	1436.5	2648.8	2068.1	1188	1186.5
Adamts7	547.8	593.2	531.8	481.8	537	441
Tpm1	1349	1278.2	1252	1299.4	1041.8	1069.5
Plscr1	77.1	78.7	81.7	68.5	72.6	179.1
Lactb	1460.4	1339.1	1661.3	1651.9	730.8	705.3
Car12	586.8	402.9	730.4	393.6	395	375.2
Plod2	1.9	5.6	39.9	10.8	219.8	380.1
Aph1b	189.4	209.9	139.2	203.7	340	221.7
Usp3	3026.7	3207.6	2685.9	2919.1	3158.7	3222
Fam96a	5902.1	5349.7	6188.6	5494.4	4605.8	4356.1
Snx1	4708.1	4578.5	5373.7	4833.4	4810	4625.3
Ppib	7973.5	7810.5	7631.8	7636	6607.6	6448.8
Csnk1g1	1726.9	1855.4	1450.6	1627.5	1828.6	1761.4
Trip4	1105.8	1145.1	997.7	1051.7	1053.2	1039.1
Rbpms2	107.7	96.5	187.5	136.1	12.4	15.8
Spg21	1982.2	1942.5	2158.8	2070.1	2786.5	2676.3
Parp16	807.7	852.7	640.4	499.4	733.9	570.1
Dpp8	6312.5	6486.4	6395.6	6485.4	6898.9	6525.6
Dis3l	1357.4	1450.6	1228.8	1276.9	1102	1180.4
Tipin	5590.2	5033	5859.1	5104.7	5365.7	5060.2
Snapc5	685.2	574.4	719.3	653.1	510	466.5
Rpl4	94728.2	93467	94831.9	93126	99235.8	101468.6
Zwilch	2649.8	2551.6	3236.3	2976.8	2835.2	2804.2
Smad3	1802.1	2159	1375.5	1854.6	2986.6	2740.8
2300009A05Rik	253.5	217.4	233.9	240.9	267.5	288.7
Pias1	1872.7	1957.5	1958.3	1925.2	2420.6	2267
U2surp	7658.7	7777.7	8278.7	7985.6	8614.5	8576.9
Atr	2859.6	3099.8	3034.9	3112.9	3609.6	3616.7
Xrn1	3323.8	3605.8	2854.9	3340.1	3243.7	3280.5
Tfdp2	2585.7	2958.3	1922.1	2232.6	2816.6	2611.7
Atp1b3	26569.3	21860.9	30124.4	21628.1	36105.3	33038.4
Rasa2	962.8	998	851.1	969.4	853.2	922.1
Ube2cbp	241.4	268	260.8	234	175.2	171.8
Me1	246	242.7	225.5	250.7	10.4	21.9
Snx14	1194	1109.5	1013.5	1026.2	777.5	750.4
Syncrip	13059.5	13705.6	15552.3	15158.4	13790.5	14810.1
Zfp949	345.4	348.6	242.2	248.7	432.3	361.8
Crtap	1516.1	1617.4	1294.7	1560.9	878	991.6
Cmtm6	3435.2	3299.4	3610.3	3652.5	3928.9	4106.4
Dync1li1	2231	2150.6	2346.2	2316.8	2610.3	2544.7
Cmtm7	13028.8	13042.1	13478.9	14026.4	11083.8	10378.6
Stt3b	7306.9	7756.1	7425.8	7869	6847	7057.9
Tgfbr2	1531.9	1460	1227	1414	3131.7	3336.5
Slc25a36	2362.9	2573.2	2257.2	2344.3	3522.5	3330.4
Nmnat3	617.4	623.2	537.4	518	500.7	453.1
Copb2	7259.5	7185.4	7594.7	7744.7	6671.8	7078.6
Mrps22	1269.2	1150.7	1567.6	1361.1	1327.9	1236.4
Faim	873.7	803.1	1022.8	965.5	1900.2	1794.3
Armc8	1078.9	1098.2	1328.1	1189.8	1655.5	1539.7
Dbr1	1318.4	1284.7	1434.9	1336.6	1607.8	1575.1
Nck1	961.9	924.9	805.6	918.5	1066.7	957.5
Cdc25a	4255.1	4125	4369.5	4345.8	4135.2	4559.5
Nme6	690.8	645.6	861.3	727.6	533.9	650.5
Map4	3814	3791.4	4338.9	4155.8	4439.9	4988.3
Dhx30	4331.2	4526	4235.9	4587.7	4046	4248.9
Smarcc1	15931.2	16521.5	16244.6	17108	14073.5	14941.7
Scap	3908.7	4240.2	3721.7	4310.5	5131.4	5354.9
Nradd	65	76.8	106.7	91.1	82.9	109.6
Lrrfip2	785.5	743.1	765.7	735.4	849	804
Mlh1	1982.2	2042.8	2000.1	2068.1	1653.4	1802.8
Trib1	234	211.8	191.2	171.4	166.9	141.3
Arpp21	2969.2	3416.6	2303.6	3245.1	5236.1	4225.7
Pdcd6ip	8564	8988.4	8098.6	9379	8141.8	8318.7
Myd88	1384.3	1277.2	1742.1	1661.7	1258.5	1225.4
Wdr48	2889.3	3014.6	3022.8	3053.2	3403.3	3412
Gorasp1	425.2	486.3	632	535.6	307.9	371.5
Csrnp1	1025.9	893	1172.2	1054.6	3163.8	3027.1
Rpsa	82304.7	81669.3	86317.5	84964.1	94895.4	97478
Slc25a38	607.2	579.1	715.6	610.1	494.5	493.3
Nktr	7180.6	7974.5	7182.6	7575.3	8132.5	8634.2
Deb1	475.4	362.6	494.7	426.9	398.1	335
Pccb	1223.7	1340.9	995.9	1150.6	769.2	871
Vipr1	132.8	125.6	79.8	109.7	217.7	226.6
Cep63	1083.5	1012	1103.5	1056.6	1404.7	1347.3
Trak1	3532.7	3685.5	3133.3	3261.8	5361.5	5238
Abhd5	420.6	409.5	326.7	389.7	107.8	108.4
Rab6b	44.6	49.7	13.9	30.4	169	58.5
1110059G10Rik	641.6	618.5	628.3	643.3	659.3	667.5
Srprb	1154.1	1193.8	1105.4	1149.6	1161	1237.6
Topbp1	14651.8	15436.3	15901.2	16322.6	14083.8	13867.3
Bfsp2	334.2	247.4	1102.6	790.2	6066.4	5018.7
Uba5	1734.3	1765.4	1559.2	1646.1	1628.6	1830.9
Nphp3	827.2	890.2	589.3	678.6	472.7	467.8
Dnajc13	4586.5	4592.6	5381.2	5146.8	6625.2	6792.3
Gnai2	16734.3	16798.8	17440.9	18291.9	19749.1	20042.1
Mrpl3	2946	2769	3254.9	3053.2	2754.4	2816.3
Nudt16	482.8	504.1	419.5	468.1	769.2	702.9
Aste1	476.3	407.6	456.6	398.5	454.1	427.6
Atp2c1	2021.2	2049.4	2161.6	2140.6	3361.8	3336.5
Pik3r4	2088.1	2191.8	1938.8	2049.5	2475.5	2734.7
Manf	4814	4506.4	4835.4	4605.3	3120.3	3159.9
Mapkapk3	1412.2	1501.2	1604.7	1546.2	1065.7	1265.6
Cish	6832.4	6474.2	5273.5	4790.4	9455.2	9121.4
Hemk1	796.6	788.1	749	580.7	997.3	914.8
Rbm5	7119.3	7417.8	6488.4	6693	7986.3	7452.6
Rbm6	4676.6	4867.1	4348.2	4551.4	4818.3	4728.8
Mon1a	450.3	521	458.5	528.8	482	501.9
Mst1r	108.6	157.4	42.7	213.5	4.1	4.9
Traip	2209.7	2014.7	2625.6	2075	2547	2481.4
Bsn	888.5	834	1002.4	894	448.9	297.2
Apeh	2745.4	2731.6	2685.9	2804.5	1817.2	1780.9
Amigo3	108.6	113.4	108.6	94	67.4	60.9
Ip6k1	4715.6	4947.7	3524.9	4266.5	4877.4	4561.9
Cdhr4	64.1	56.2	102.1	81.3	206.3	166.9
Uba7	1791.9	1573.3	1468.3	1831.1	1917.8	1813.8
Nckipsd	351.9	322.4	380.5	409.3	212.5	229
Ip6k2	1943.2	1847.9	1586.1	1665.7	2444.4	2094
Prkar2a	2648.8	2776.5	2827.9	2694.8	944.4	1121.9
Slc25a20	777.1	681.2	683.1	641.4	365.9	376.4
Qars	9002.2	8818.8	8332.5	8460.5	6553.7	6275.9
Nicn1	307.3	293.3	271.9	285	453	363
Amt	60.3	69.3	65.9	55.8	134.8	98.7
Klhdc8b	261.8	284.9	247.8	165.5	282	226.6
Usp4	5204.9	5011.4	5412.7	5588.4	4888.8	5049.2
Nt5m	639.7	633.5	632	592.4	440.6	434.9
Srek1	2944.1	3215.1	2840	3032.7	2875.7	2865.1
Eml4	4512.2	4492.3	4423.3	4823.6	4590.3	5037
Flcn	2319.3	2502	1681.7	2065.2	1515.6	1537.3
Atxn2l	11829.3	11987.9	12858	12519.4	14696.5	14494.7
Chsy1	5803.7	5809.8	6254.5	5129.2	3250.9	3185.4
Gpr19	100.3	145.2	123.4	168.4	158.6	134
Fhl3	979.5	1013.9	787	743.2	767.1	796.7
Pygm	430.8	474.2	183.8	251.7	337.9	388.6
Crebl2	250.7	268.9	188.4	198.8	411.5	359.4
March3	140.2	216.5	135.5	202.7	53.9	64.6
Fam189b	294.3	252.1	283.1	229.1	332.8	277.7
Oas3	292.5	216.5	113.2	330	7.3	18.3
1700025G04Rik	1974.8	2069	2173.6	2282.6	1370.4	1359.4
Pon2	682.4	664.4	741.6	662.9	1292.7	1124.3
Prorsd1	636.9	641.9	669.2	637.5	535.9	449.5
Malt1	2432.5	2550.7	2415.9	2540.1	1997.6	2134.2
Oas2	421.5	373	221.8	644.3	3.1	7.3
Lmo2	1350.9	1017.7	1950.9	1369	417.8	408.1
Exd2	709.3	819	677.5	673.7	944.4	908.7
2810474O19Rik	2271.9	2334.2	2312.8	2254.2	4421.3	4410.9
Syde1	120.7	132.1	108.6	97.9	363.9	254.6
Trib3	881.1	1089.8	734.1	810.8	1244	1393.6
Mdfi	240.5	288.6	250.6	316.3	171	130.3
Abtb2	444.7	510.7	289.6	415.2	203.2	249.7
Mier3	1120.6	1121.7	1956.4	1392.5	2650.7	2492.3
Snx33	214.5	245.5	169.8	188	268.5	257
Inppl1	280.4	231.5	220.9	200.7	356.6	197.3
Ccdc88a	443.8	514.5	558.7	553.3	897.7	1034.2
Tpcn1	2612.6	2781.2	2117	2481.3	905	1177.9
D430042O09Rik	992.5	1139.5	925.3	1066.4	1222.2	1181.6
Heyl	46.4	11.2	23.2	6.9	815.8	331.3
Gpbp1	6062.7	5959.8	6111.6	5833.2	7625.6	6965.3
Slc8b1	846.7	770.3	955.9	779.5	127.5	124.3
Bet1	1417.7	1515.2	1244.6	1268.1	1207.7	1072
Ilvbl	1869	2040.9	1331.8	1541.3	2599.9	2084.2
Trpa1	816.1	544.4	916	563.1	517.3	319.2
Mctp2	1754.8	1777.6	1568.5	1392.5	660.3	577.4
Gtf3c1	5782.3	6334.6	5819.2	6694.9	5670.4	6263.7
Cntrob	2217.1	2249.9	2470.6	2330.5	3069.5	2734.7
Troap	1153.1	1173.2	1418.1	1363.1	1689.7	1616.5
Alas1	1076.1	998.9	1110.9	910.7	906	823.5
Pdxk	3357.3	3747.3	2743.5	3663.3	987.9	1288.8
Srxn1	1528.2	1535.9	1285.4	1179	69.5	99.9
Cdv3	24853.5	24887.6	25848.6	26082.6	18315.4	19686.4
Slc10a3	712.1	743.1	705.4	776.5	460.3	482.4
Arap1	3584.7	3522.4	3753.3	3710.3	5018.4	5517
Fanca	2572.7	2682.8	2893.8	2925.9	1762.3	2182.9
Pwp2	2248.7	2279.9	2724	2618.4	1688.7	1841.8
2410131K14Rik	468.9	403.9	430.6	431.8	424	475.1
Prr5l	82.6	109.6	53.8	119.5	113	137.6
Abcc10	315.7	360.8	255.2	308.5	197	225.4
Zswim6	293.4	340.2	281.2	301.6	358.7	309.4
Abcc4	967.4	1045.8	1186.1	1142.8	657.2	642
Pkd1	2163.3	2647.2	1951.8	2376.6	1711.5	1894.2
P2ry2	300.8	192.1	415.8	316.3	11.4	21.9
Rag2	2016.6	2033.4	2453.9	2253.2	3201.2	2857.8
Fbxw8	3425	3644.3	3069.2	3433.2	1515.6	1555.6
Psmf1	1471.6	1432.8	1561.1	1543.3	1802.7	1759
Smap2	1491.1	1447.8	1711.4	1743	2428.9	2701.8
Cyb5r4	3616.3	3634.9	3660.4	3629	2610.3	2728.6
Arhgef17	849.5	745	627.4	520	1086.4	1047.6
Acsl3	2431.6	2483.2	2406.6	2259.1	3895.7	3860.3
Rangrf	301.7	105	401.9	80.3	107.8	35.3
Nfyc	1654.5	1690.5	1883.1	1948.7	2255.7	2303.5
Fbxo21	1718.5	1758.9	1536.9	1754.8	1806.9	2087.9
Slc16a1	4984.8	4978.6	5753.3	5867.5	7874.3	8287
Atg12	1490.2	1542.4	1175.9	1276.9	1201.5	1131.7
Lrig2	1095.6	1122.6	900.3	978.2	1275.1	1206
Hspa13	1532.9	1742	1443.2	1617.7	1138.2	1210.8
Camkv	672.2	761.8	301.6	615	35.2	25.6
Nup93	5511.2	5052.7	6532	5914.5	4518.7	5094.3
Rasgrp2	5395.2	4781.9	6321.3	5409.2	16204.8	16441.2
Ap4b1	183.8	168.7	152.2	159.6	125.4	145
Pebp1	5993.1	6040.3	5783.9	6118.2	4353.9	4610.7
Ift57	1784.5	1772.9	1691.9	1793	936.1	900.2
Fkbp1a	7787.8	7302.6	8078.2	7898.4	6712.3	7341.7
Fam207a	1625.7	1553.7	1632.5	1602	1424.3	1521.5
Chpf	274.8	438.5	194	436.7	37.3	46.3
Foxj3	2262.6	2295.8	2143	1932	2319	2354.7
Mycbp2	7665.2	8247.1	7677.3	8898.2	8429	8787.7
Ogfod1	1310	1268.8	1553.6	1455.1	1202.5	1268.1
Trim33	3812.2	4109	3629.8	3809.2	3979.7	3923.6
Nfatc1	4035	4231.8	3278.1	3588.8	2793.8	2933.3
Polr2f	2173.5	1928.5	2280.4	2112.2	1486.5	1605.5
Gmppa	1907	1906.9	1787.5	1795.9	1399.5	1346
C330027C09Rik	5293.1	5266.3	6519.9	6030	9519.5	9043.5
Afap1l1	90.1	125.6	91.9	190.9	325.5	358.1
Calhm2	952.6	963.3	672.9	854.9	367	336.2
Micall1	1544	1673.6	1387.5	1548.1	861.5	825.9
Eif3l	11245.3	10841.9	11990.2	11732.1	9692.6	10630.7
Npat	2771.4	2722.2	2479	2445.1	2787.5	2714
Ankrd54	1603.4	1716.7	1504.5	1604	1536.3	1540.9
Pygb	2225.5	2236.8	2218.2	2337.4	2439.2	2407
Pfkm	1569.1	1653.9	1486.8	1573.6	1120.6	1146.3
Gas7	9057.9	8774.7	3188	3679.9	521.4	415.4
Entpd6	878.3	733.7	994.9	826.5	701.8	744.3
Senp1	3159.5	3051.1	3474.8	3409.7	2982.4	2893.1
Tbc1d4	625.8	597.9	758.3	664.9	1255.4	1290
Triobp	1205.1	1248.2	1012.6	1247.5	2034.9	1851.6
Apmap	1902.4	1723.3	2027	1901.6	1614.1	1625
Nol12	1266.4	1177	1317.9	1280.8	1109.2	1201.1
Cdc14b	342.6	399.2	306.3	382.9	70.5	67
Lss	3040.7	3718.3	2463.2	3165.8	1934.4	2122
Slc7a6os	1569.1	1543.4	1591.7	1452.2	1614.1	1618.9
3830406C13Rik	701	755.3	578.2	672.7	478.9	617.6
Atg9a	724.2	788.1	675.7	664.9	999.3	919.7
Ybey	250.7	236.1	272.9	247.7	182.4	154.7
Gga1	2714.8	2708.1	2728.6	2734	2535.6	2586.1
Slc22a15	186.6	159.3	177.3	185.1	76.7	49.9
Abhd10	641.6	621.3	616.3	605.2	658.3	618.8
Cnppd1	3581.9	3566.5	3062.7	3084.5	2892.2	2639.7
Atp1a1	12350.2	12513.6	12368.9	13692.5	9052	10177.6
Dis3	3087.1	2953.6	3530.5	3315.6	3213.6	3557
