ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0007005	mitochondrion organization	19/191	489/21351	9.16562995939286e-08	1.42983827366529e-05	1.14597174580011e-05	ENSMUSG00000079508/ENSMUSG00000029036/ENSMUSG00000003072/ENSMUSG00000003873/ENSMUSG00000070493/ENSMUSG00000031730/ENSMUSG00000000628/ENSMUSG00000025980/ENSMUSG00000052337/ENSMUSG00000000399/ENSMUSG00000025204/ENSMUSG00000059734/ENSMUSG00000028964/ENSMUSG00000004264/ENSMUSG00000115338/ENSMUSG00000022437/ENSMUSG00000064326/ENSMUSG00000048007/ENSMUSG00000021079	19
GO:0006417	regulation of translation	16/191	348/21351	1.04776046594128e-07	1.54847967808584e-05	1.24105921118141e-05	ENSMUSG00000003814/ENSMUSG00000006728/ENSMUSG00000056076/ENSMUSG00000026254/ENSMUSG00000078812/ENSMUSG00000027613/ENSMUSG00000057666/ENSMUSG00000037275/ENSMUSG00000037331/ENSMUSG00000028609/ENSMUSG00000026234/ENSMUSG00000057113/ENSMUSG00000025364/ENSMUSG00000032294/ENSMUSG00000031167/ENSMUSG00000040521	16
GO:0006457	protein folding	11/191	158/21351	1.8875208372622e-07	2.42022620093884e-05	1.93973744849574e-05	ENSMUSG00000003814/ENSMUSG00000022234/ENSMUSG00000025613/ENSMUSG00000022037/ENSMUSG00000032966/ENSMUSG00000024359/ENSMUSG00000025980/ENSMUSG00000020328/ENSMUSG00000024309/ENSMUSG00000024007/ENSMUSG00000025289	11
GO:0045333	cellular respiration	11/191	158/21351	1.8875208372622e-07	2.42022620093884e-05	1.93973744849574e-05	ENSMUSG00000022407/ENSMUSG00000003072/ENSMUSG00000003873/ENSMUSG00000070493/ENSMUSG00000009876/ENSMUSG00000022551/ENSMUSG00000063694/ENSMUSG00000032279/ENSMUSG00000025204/ENSMUSG00000059734/ENSMUSG00000028964	11
GO:0009124	nucleoside monophosphate biosynthetic process	6/191	29/21351	1.89618861896918e-07	2.42022620093884e-05	1.93973744849574e-05	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000031562/ENSMUSG00000027203/ENSMUSG00000022962/ENSMUSG00000026558	6
GO:0009259	ribonucleotide metabolic process	15/191	352/21351	6.97370834253747e-07	8.51398827210662e-05	6.82370180153094e-05	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000003072/ENSMUSG00000031730/ENSMUSG00000027613/ENSMUSG00000063524/ENSMUSG00000020766/ENSMUSG00000057666/ENSMUSG00000022962/ENSMUSG00000000628/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000029430/ENSMUSG00000026558	15
GO:0042775	mitochondrial ATP synthesis coupled electron transport	7/191	58/21351	8.39785186183902e-07	9.82548667835165e-05	7.87482775465431e-05	ENSMUSG00000070493/ENSMUSG00000009876/ENSMUSG00000022551/ENSMUSG00000063694/ENSMUSG00000025204/ENSMUSG00000059734/ENSMUSG00000028964	7
GO:0019693	ribose phosphate metabolic process	15/191	363/21351	1.02511107996664e-06	0.000115140476501853	9.22815784828913e-05	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000003072/ENSMUSG00000031730/ENSMUSG00000027613/ENSMUSG00000063524/ENSMUSG00000020766/ENSMUSG00000057666/ENSMUSG00000022962/ENSMUSG00000000628/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000029430/ENSMUSG00000026558	15
GO:0006220	pyrimidine nucleotide metabolic process	6/191	39/21351	1.20908894564979e-06	0.000126877394491563	0.000101688360107573	ENSMUSG00000031562/ENSMUSG00000042462/ENSMUSG00000031730/ENSMUSG00000027203/ENSMUSG00000037601/ENSMUSG00000026558	6
GO:0006221	pyrimidine nucleotide biosynthetic process	5/191	22/21351	1.26515920433183e-06	0.000126877394491563	0.000101688360107573	ENSMUSG00000031562/ENSMUSG00000031730/ENSMUSG00000027203/ENSMUSG00000037601/ENSMUSG00000026558	5
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	5/191	22/21351	1.26515920433183e-06	0.000126877394491563	0.000101688360107573	ENSMUSG00000015671/ENSMUSG00000027566/ENSMUSG00000028837/ENSMUSG00000069744/ENSMUSG00000022193	5
GO:0042773	ATP synthesis coupled electron transport	7/191	62/21351	1.33279099860382e-06	0.000129050935313087	0.000103430386751904	ENSMUSG00000070493/ENSMUSG00000009876/ENSMUSG00000022551/ENSMUSG00000063694/ENSMUSG00000025204/ENSMUSG00000059734/ENSMUSG00000028964	7
GO:0090407	organophosphate biosynthetic process	16/191	432/21351	1.85638265267099e-06	0.000173757416290005	0.000139261267067038	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000003072/ENSMUSG00000031562/ENSMUSG00000031730/ENSMUSG00000027203/ENSMUSG00000027533/ENSMUSG00000059743/ENSMUSG00000029777/ENSMUSG00000022962/ENSMUSG00000019139/ENSMUSG00000031948/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000026558	16
GO:0006611	protein export from nucleus	9/191	126/21351	2.03322535218183e-06	0.000184170864158922	0.000147607327774694	ENSMUSG00000003814/ENSMUSG00000078812/ENSMUSG00000027613/ENSMUSG00000024359/ENSMUSG00000057113/ENSMUSG00000028964/ENSMUSG00000029430/ENSMUSG00000028367/ENSMUSG00000021952	9
GO:0072528	pyrimidine-containing compound biosynthetic process	5/191	25/21351	2.49748266630485e-06	0.00021915410396825	0.000175645326992097	ENSMUSG00000031562/ENSMUSG00000031730/ENSMUSG00000027203/ENSMUSG00000037601/ENSMUSG00000026558	5
GO:0015980	energy derivation by oxidation of organic compounds	12/191	249/21351	2.66250485091899e-06	0.000226554958223652	0.000181576885845767	ENSMUSG00000022407/ENSMUSG00000003072/ENSMUSG00000003873/ENSMUSG00000070493/ENSMUSG00000009876/ENSMUSG00000022551/ENSMUSG00000063694/ENSMUSG00000032279/ENSMUSG00000063229/ENSMUSG00000025204/ENSMUSG00000059734/ENSMUSG00000028964	12
GO:0072593	reactive oxygen species metabolic process	13/191	297/21351	2.93810830854463e-06	0.000242653180305686	0.000194479119618217	ENSMUSG00000076441/ENSMUSG00000022037/ENSMUSG00000006519/ENSMUSG00000063694/ENSMUSG00000078812/ENSMUSG00000027613/ENSMUSG00000000628/ENSMUSG00000025980/ENSMUSG00000037169/ENSMUSG00000028964/ENSMUSG00000028691/ENSMUSG00000005161/ENSMUSG00000025289	13
GO:0034341	response to interferon-gamma	9/191	136/21351	3.82782294383009e-06	0.000307100766464997	0.000246131893350638	ENSMUSG00000046718/ENSMUSG00000057666/ENSMUSG00000028268/ENSMUSG00000040253/ENSMUSG00000036594/ENSMUSG00000073421/ENSMUSG00000060586/ENSMUSG00000025491/ENSMUSG00000060591	9
GO:0050821	protein stabilization	10/191	181/21351	5.57964872730233e-06	0.000429398477005259	0.000344149776517186	ENSMUSG00000003814/ENSMUSG00000022234/ENSMUSG00000025613/ENSMUSG00000022037/ENSMUSG00000057666/ENSMUSG00000025980/ENSMUSG00000057113/ENSMUSG00000028964/ENSMUSG00000004264/ENSMUSG00000022710	10
GO:0051168	nuclear export	9/191	143/21351	5.77698588872938e-06	0.000429398477005259	0.000344149776517186	ENSMUSG00000003814/ENSMUSG00000078812/ENSMUSG00000027613/ENSMUSG00000024359/ENSMUSG00000057113/ENSMUSG00000028964/ENSMUSG00000029430/ENSMUSG00000028367/ENSMUSG00000021952	9
GO:0006119	oxidative phosphorylation	8/191	108/21351	5.81094805064097e-06	0.000429398477005259	0.000344149776517186	ENSMUSG00000003072/ENSMUSG00000070493/ENSMUSG00000009876/ENSMUSG00000022551/ENSMUSG00000063694/ENSMUSG00000025204/ENSMUSG00000059734/ENSMUSG00000028964	8
GO:0022904	respiratory electron transport chain	7/191	79/21351	6.91172358950957e-06	0.000497644098444689	0.000398846559632158	ENSMUSG00000070493/ENSMUSG00000009876/ENSMUSG00000022551/ENSMUSG00000063694/ENSMUSG00000025204/ENSMUSG00000059734/ENSMUSG00000028964	7
GO:0042743	hydrogen peroxide metabolic process	6/191	53/21351	7.66819890999267e-06	0.000538307563481485	0.000431437086041166	ENSMUSG00000006519/ENSMUSG00000063694/ENSMUSG00000028964/ENSMUSG00000028691/ENSMUSG00000005161/ENSMUSG00000025289	6
GO:0009260	ribonucleotide biosynthetic process	9/191	149/21351	8.07192388303042e-06	0.000552828347891449	0.00044307505165389	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000003072/ENSMUSG00000031730/ENSMUSG00000022962/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000026558	9
GO:0072527	pyrimidine-containing compound metabolic process	6/191	54/21351	8.56299990898e-06	0.000572497708200377	0.000458839443744342	ENSMUSG00000031562/ENSMUSG00000042462/ENSMUSG00000031730/ENSMUSG00000027203/ENSMUSG00000037601/ENSMUSG00000026558	6
GO:0022900	electron transport chain	7/191	83/21351	9.60624808105072e-06	0.000627310339804429	0.000502770095404809	ENSMUSG00000070493/ENSMUSG00000009876/ENSMUSG00000022551/ENSMUSG00000063694/ENSMUSG00000025204/ENSMUSG00000059734/ENSMUSG00000028964	7
GO:0009150	purine ribonucleotide metabolic process	13/191	333/21351	1.01212297624038e-05	0.000642611300780973	0.00051503334872909	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000003072/ENSMUSG00000027613/ENSMUSG00000063524/ENSMUSG00000020766/ENSMUSG00000057666/ENSMUSG00000022962/ENSMUSG00000000628/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000029430	13
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4/191	16/21351	1.03831244391242e-05	0.000642611300780973	0.00051503334872909	ENSMUSG00000022557/ENSMUSG00000020706/ENSMUSG00000026377/ENSMUSG00000057113	4
GO:0007007	inner mitochondrial membrane organization	5/191	33/21351	1.05271082036769e-05	0.000642611300780973	0.00051503334872909	ENSMUSG00000079508/ENSMUSG00000003873/ENSMUSG00000052337/ENSMUSG00000022437/ENSMUSG00000021079	5
GO:0046390	ribose phosphate biosynthetic process	9/191	156/21351	1.16959899356319e-05	0.000694083190638879	0.000556286497820484	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000003072/ENSMUSG00000031730/ENSMUSG00000022962/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000026558	9
GO:0044403	biological process involved in symbiotic interaction	14/191	390/21351	1.18646699254509e-05	0.000694083190638879	0.000556286497820484	ENSMUSG00000003873/ENSMUSG00000046718/ENSMUSG00000056076/ENSMUSG00000070319/ENSMUSG00000057666/ENSMUSG00000028268/ENSMUSG00000040253/ENSMUSG00000025980/ENSMUSG00000025491/ENSMUSG00000060591/ENSMUSG00000037331/ENSMUSG00000068220/ENSMUSG00000004264/ENSMUSG00000004865	14
GO:0000460	maturation of 5.8S rRNA	5/191	35/21351	1.41918215060022e-05	0.000813278260997025	0.00065181770955602	ENSMUSG00000022557/ENSMUSG00000027613/ENSMUSG00000020706/ENSMUSG00000057421/ENSMUSG00000057113	5
GO:2000377	regulation of reactive oxygen species metabolic process	10/191	206/21351	1.7316857239396e-05	0.000972514702564477	0.000779440858480601	ENSMUSG00000076441/ENSMUSG00000022037/ENSMUSG00000006519/ENSMUSG00000078812/ENSMUSG00000027613/ENSMUSG00000000628/ENSMUSG00000025980/ENSMUSG00000037169/ENSMUSG00000028964/ENSMUSG00000005161	10
GO:0006163	purine nucleotide metabolic process	13/191	358/21351	2.17227976520749e-05	0.00119603168249071	0.000958582897422831	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000003072/ENSMUSG00000027613/ENSMUSG00000063524/ENSMUSG00000020766/ENSMUSG00000057666/ENSMUSG00000022962/ENSMUSG00000000628/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000029430	13
GO:0022618	ribonucleoprotein complex assembly	9/191	170/21351	2.32264316675994e-05	0.00125422731005037	0.00100522491711189	ENSMUSG00000022557/ENSMUSG00000027613/ENSMUSG00000037275/ENSMUSG00000007050/ENSMUSG00000046756/ENSMUSG00000004100/ENSMUSG00000008373/ENSMUSG00000002477/ENSMUSG00000004865	9
GO:0071826	ribonucleoprotein complex subunit organization	9/191	177/21351	3.19309931422663e-05	0.00169174016497139	0.00135587811992384	ENSMUSG00000022557/ENSMUSG00000027613/ENSMUSG00000037275/ENSMUSG00000007050/ENSMUSG00000046756/ENSMUSG00000004100/ENSMUSG00000008373/ENSMUSG00000002477/ENSMUSG00000004865	9
GO:0048285	organelle fission	15/191	488/21351	3.53880367636176e-05	0.00184017791170812	0.00147484644445642	ENSMUSG00000003814/ENSMUSG00000006398/ENSMUSG00000017499/ENSMUSG00000032113/ENSMUSG00000031730/ENSMUSG00000024660/ENSMUSG00000033752/ENSMUSG00000031388/ENSMUSG00000026749/ENSMUSG00000004264/ENSMUSG00000025487/ENSMUSG00000029430/ENSMUSG00000005732/ENSMUSG00000022018/ENSMUSG00000021569	15
GO:0000280	nuclear division	14/191	432/21351	3.66756877471335e-05	0.00187246056716274	0.00150072000772003	ENSMUSG00000003814/ENSMUSG00000006398/ENSMUSG00000017499/ENSMUSG00000032113/ENSMUSG00000024660/ENSMUSG00000033752/ENSMUSG00000031388/ENSMUSG00000026749/ENSMUSG00000004264/ENSMUSG00000025487/ENSMUSG00000029430/ENSMUSG00000005732/ENSMUSG00000022018/ENSMUSG00000021569	14
GO:0140014	mitotic nuclear division	11/191	274/21351	3.82581455450803e-05	0.0019096763915501	0.00153054735535092	ENSMUSG00000006398/ENSMUSG00000017499/ENSMUSG00000032113/ENSMUSG00000024660/ENSMUSG00000031388/ENSMUSG00000026749/ENSMUSG00000004264/ENSMUSG00000029430/ENSMUSG00000005732/ENSMUSG00000022018/ENSMUSG00000021569	11
GO:0072521	purine-containing compound metabolic process	13/191	379/21351	3.92032055843391e-05	0.0019096763915501	0.00153054735535092	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000003072/ENSMUSG00000027613/ENSMUSG00000063524/ENSMUSG00000020766/ENSMUSG00000057666/ENSMUSG00000022962/ENSMUSG00000000628/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000029430	13
GO:0007006	mitochondrial membrane organization	7/191	103/21351	3.94448827314479e-05	0.0019096763915501	0.00153054735535092	ENSMUSG00000079508/ENSMUSG00000003873/ENSMUSG00000000628/ENSMUSG00000052337/ENSMUSG00000022437/ENSMUSG00000064326/ENSMUSG00000021079	7
GO:0006165	nucleoside diphosphate phosphorylation	7/191	105/21351	4.46369935720237e-05	0.00208901129917071	0.00167427881152608	ENSMUSG00000027613/ENSMUSG00000063524/ENSMUSG00000020766/ENSMUSG00000057666/ENSMUSG00000000628/ENSMUSG00000037601/ENSMUSG00000032294	7
GO:0009141	nucleoside triphosphate metabolic process	7/191	105/21351	4.46369935720237e-05	0.00208901129917071	0.00167427881152608	ENSMUSG00000003072/ENSMUSG00000042462/ENSMUSG00000027203/ENSMUSG00000037601/ENSMUSG00000032294/ENSMUSG00000115338/ENSMUSG00000029430	7
GO:0046939	nucleotide phosphorylation	7/191	108/21351	5.3465465192889e-05	0.00246116436494479	0.00197254813774628	ENSMUSG00000027613/ENSMUSG00000063524/ENSMUSG00000020766/ENSMUSG00000057666/ENSMUSG00000000628/ENSMUSG00000037601/ENSMUSG00000032294	7
GO:0008380	RNA splicing	13/191	393/21351	5.67793195334144e-05	0.00251482597762299	0.00201555628286023	ENSMUSG00000037149/ENSMUSG00000037275/ENSMUSG00000007050/ENSMUSG00000028609/ENSMUSG00000026234/ENSMUSG00000057113/ENSMUSG00000024007/ENSMUSG00000008373/ENSMUSG00000031167/ENSMUSG00000002477/ENSMUSG00000004865/ENSMUSG00000024498/ENSMUSG00000028639	13
GO:0009156	ribonucleoside monophosphate biosynthetic process	4/191	24/21351	5.73179709999542e-05	0.00251482597762299	0.00201555628286023	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000022962/ENSMUSG00000026558	4
GO:1990000	amyloid fibril formation	4/191	24/21351	5.73179709999542e-05	0.00251482597762299	0.00201555628286023	ENSMUSG00000022037/ENSMUSG00000032966/ENSMUSG00000032193/ENSMUSG00000024309	4
GO:0009060	aerobic respiration	6/191	76/21351	6.15891190623441e-05	0.00266064994349326	0.0021324297417861	ENSMUSG00000022407/ENSMUSG00000003072/ENSMUSG00000009876/ENSMUSG00000063694/ENSMUSG00000032279/ENSMUSG00000059734	6
GO:0031647	regulation of protein stability	11/191	292/21351	6.78990900430041e-05	0.00288879764910236	0.00231528316605969	ENSMUSG00000003814/ENSMUSG00000022234/ENSMUSG00000025613/ENSMUSG00000022037/ENSMUSG00000057666/ENSMUSG00000025980/ENSMUSG00000057113/ENSMUSG00000028964/ENSMUSG00000004264/ENSMUSG00000079037/ENSMUSG00000022710	11
GO:0009161	ribonucleoside monophosphate metabolic process	5/191	49/21351	7.53259714142011e-05	0.00315694519001607	0.00253019523776217	ENSMUSG00000022407/ENSMUSG00000006589/ENSMUSG00000022962/ENSMUSG00000115338/ENSMUSG00000026558	5
GO:0009162	deoxyribonucleoside monophosphate metabolic process	4/191	26/21351	7.95218274898272e-05	0.00328378369987404	0.00263185243302246	ENSMUSG00000031562/ENSMUSG00000040658/ENSMUSG00000027203/ENSMUSG00000115338	4
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	13/191	411/21351	8.91751623857694e-05	0.00362904139100349	0.00290856593715904	ENSMUSG00000006398/ENSMUSG00000022037/ENSMUSG00000028964/ENSMUSG00000015671/ENSMUSG00000027566/ENSMUSG00000028837/ENSMUSG00000069744/ENSMUSG00000022193/ENSMUSG00000020708/ENSMUSG00000021737/ENSMUSG00000039067/ENSMUSG00000047879/ENSMUSG00000022710	13
GO:0034250	positive regulation of cellular amide metabolic process	8/191	159/21351	9.49513699547976e-05	0.0038089063833296	0.00305272224005049	ENSMUSG00000006728/ENSMUSG00000022037/ENSMUSG00000078812/ENSMUSG00000027613/ENSMUSG00000037331/ENSMUSG00000057113/ENSMUSG00000032294/ENSMUSG00000031167	8
GO:1901987	regulation of cell cycle phase transition	11/191	304/21351	9.71341875067312e-05	0.00384158871153382	0.00307891612882715	ENSMUSG00000035960/ENSMUSG00000017499/ENSMUSG00000006728/ENSMUSG00000032113/ENSMUSG00000045867/ENSMUSG00000026749/ENSMUSG00000057113/ENSMUSG00000004264/ENSMUSG00000079197/ENSMUSG00000022018/ENSMUSG00000021569	11
